"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"420426","Air Wick Pure Air Freshener Mulled Wine 250ml","Air Wick","Room Sprays","1",NA,0.9125
"420427","Air Wick Pure Air Freshener Spray Cherry Blossom250ml","Air Wick","Room Sprays","1",NA,0.9125
"289099","Febreze Pet Odour Fabric Refresh 500ml","Febreze","Pet Odour Spray",NA,"500ml",0.9125
"298004","Febreze Set and Refresh Non Energised Scented OilDiffuser Refill Cotton 5.5ml x 2","Febreze","Units",NA,"2x5.5ml",0.9125
"298005","Febreze Set and Refresh Cotton Fresh 5.5ml","Febreze","Units",NA,"5.5ml",0.9125
"298006","Febreze Set and Refresh Blossom and Breeze 5.5ml","Febreze","Units",NA,"5.5ml",0.9125
"347441","Febreze Airspray Vanilla 300ml","Febreze","Room Sprays",NA,"300ml",0.9125
"403600","Febreze Set N Refresh Unit Vanilla Blossom","Febreze","Units","1",NA,0.9125
"403602","Febreze Fabric Refresher Vanilla Blossom 375ml","Febreze","Fabric Fresheners",NA,"375ml",0.9125
"450171","Febreze Fabric Refresher Lenor Orcid 500ml","Febreze","Fabric Fresheners","1",NA,0.9125
"182744","Glade Touch n Fresh Unit Clean Linen","Glade","Units",NA,"10ml",0.9125
"403475","Glade 5in1 Air Freshener Relaxing Zen 300ml","Glade","Room Sprays","1",NA,0.9125
"403481","Glade Touch n Fresh Unit Relaxing Zen","Glade","Units","1",NA,0.9125
"237924","Oust Odour Eliminator Air Freshener Garden Fresh300ml","Oust","Room Sprays",NA,"300ml",0.9125
"419551","Wilko Liquid Wick Vanilla 75ml","Wilko","Liquid Units",NA,NA,0.825
"419552","Wilko Liquid Wick Cotton 75ml","Wilko","Liquid Units",NA,NA,0.825
"419553","Wilko Liquid Wick Lavender 75ml","Wilko","Liquid Units",NA,NA,0.825
