"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"293477","Air Wick Air Freshener Crisp Linen and Lilac 240ml","Air Wick","Room Sprays","1","240ml",1
"293478","Air Wick Air Freshener Purple Lavender 240ml","Air Wick","Room Sprays","1","240ml",1
"420428","Air Wick Pure Air Freshener Aerosol Spring Delight250ml","Air Wick","Room Sprays","1","250ml",1
"420429","Air Wick Pure Air Freshener Aerosol MediterraneanSun 250ml","Air Wick","Room Sprays","1","250ml",1
"420430","Air Wick Pure Ar Freshener Aerosol White Vanilla250ml","Air Wick","Room Sprays","1","250ml",1
"429210","Air Wick Pure Air Freshener Aerosol Purple Lavender 250ml","Air Wick","Room Sprays","1","250ml",1
"429211","Air Wick Pure Air Freshener Soft Cotton 250ml","Air Wick","Room Sprays","1","250ml",1
"450616","Air Wick Pure Air Freshener Aerosol Pure SmoothLily 250ml","Air Wick","Room Sprays","1","250ml",1
"450617","Air Wick Pure Air Freshener Aerosol Fresh Berries","Air Wick","Room Sprays","1","6.6X6.6X17.2",1
"258364","Febreze Air Effect Air Freshener Blossom and Breeze 300ml","Febreze","Room Sprays","1","300ml",1
"258365","Febreze Air Effect Air Freshener Spray Cotton Fresh 300ml","Febreze","Room Sprays","1","300ml",1
"275387","Febreze Air Freshener Thai Orchid 300ml","Febreze","Room Sprays","1","300ml",1
"298002","Febreze Set And Refresh Refill Blossom","Febreze","Refills","1","2 x 5.5ml",1
"318609","Febreze Thai Orchid Refresh Refill 2pk","Febreze","Units","1","2x5.5ml",1
"431009","Febreze Fabric Refresher Cotton 375ml","Febreze","Fabric Fresheners","1","375ml",1
"450159","Febreze Aerosol Lavender 300ml","Febreze","Room Sprays","1","300ml",1
"450160","Febreze Aerosol Fruity Tropics 300ml","Febreze","Room Sprays","1","300ml",1
"450162","Febreze Pet Odour 300ml","Febreze","Room Sprays","1","300ml",1
"450163","Febreze Anti Tobacco 300ml","Febreze","Room Sprays","1","300ml",1
"450170","Febreze Fabric Refresher Blossom And Breeze375ml","Febreze","Fabric Fresheners","1","375ml",1
"450174","Febreze Heavy Duty Crisp Clean 300ml","Febreze","Room Sprays","1","300ml",1
"201667","Glade Touch n Fresh Refill Clean Linen 10ml","Glade","Refills","1","10ml",1
"201706","Glade Touch n Fresh Refill Relaxing Zen 10ml","Glade","Refills","1","10ml",1
"293100","Glade Refresh Air Spray 275ml Cotton","Glade","Room Sprays","1","275ml",1
"403474","Glade 5in1 Air Freshener Clean Linen 300ml","Glade","Room Sprays","1","300ml",1
"237922","Oust Odour Eliminator Air Freshener Clean Scent300ml","Oust","Room Sprays","1","300ml",1
"441178","Wilko Compact Premium AirSpray Vanilla240ml","Wilko","Room Sprays","1","240ml",1
"441179","Wilko Compact Premium Airspray Cotton240ml","Wilko","Room Sprays","1","240ml",1
