"PSA_1","PSA_2","Article","Web Description","Brand","Type","Colour","Size","Assembly","Material","Washable","Coverage","Pack Qty","Capacity","Power","Model Number","Age","DQ Score"
"HOM","LIG","453177","Thistle Table Lamp Sage Green","Lighting and Interiors Group","Table Lamps",NA,"Overall height 68.5cm, width at widest point 40.5c","No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","453178","Vienna Floor Lamp Satin Chrome Effect Base","Lighting and Interiors Group","Floor Lamps",NA,"Overall height 167cm, width at widest point 41cm","No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","453179","Iris Floor Lamp Antique Brass","Lighting and Interiors Group","Floor Lamps",NA,"Overall height 160cm, width at widest point 28cm","No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","453186","Acrylic Petal Floor Lamp White/Chrome","Lighting and Interiors Group","Floor Lamps",NA,"Overall height 158cm, width at widest point 42cm","No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","am00063","Nottingham 5 Light Fitting Antique Brass","Lighting and Interiors Group","Ceiling Lighting","Gold",NA,"Yes",NA,NA,NA,"1",NA,"230-240V",NA,NA,0.9
"HOM","LIG","452483","Anika Retro Touch Base Table Lamp","Other","Table Lamps",NA,"15 x 15 x 26cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.833333333333333
"HOM","LIG","210770","Wilko Functional Coolie Cottonette Shade 12in","Wilko","Light Shades",NA,"30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86
"HOM","LIG","239442","Wilko Monsoon Light Fitting Ceiling Silver NickelEffect 5 Light","Wilko","Ceiling Lighting","Silver","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","275008","Wilko Ritz Pendant Shade White 35 x 30cm","Wilko","Pendants","White","35x30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","275013","Wilko Simone 3 Tier Pendant Clear 16 x 18.5cm","Wilko","Pendants",NA,"16x18.5cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","275016","Wilko Tunis Pendant Brass Effect","Wilko","Pendants","Metal","12cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","325660","Wilko Ceramic Table Lamp Black","Wilko","Table Lamps","Black","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325661","Wilko Ceramic Table Lamp Duck Egg","Wilko","Table Lamps","Blue","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325662","Wilko Ceramic Lamp Chilli Pepper","Wilko","Table Lamps","Red","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325663","Wilko Ceramic Table Lamp Magenta","Wilko","Table Lamps","Red","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325667","Wilko Desk Lamp White","Wilko","Table Lamps","White","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325668","Wilko Desk Lamp Black","Wilko","Table Lamps","Black","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325669","Wilko Desk Lamp Grey","Wilko","Table Lamps","Grey","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325671","Wilko Desk Lamp Chilli Pepper","Wilko","Table Lamps","Red","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325701","Wilko Pearl Heart Lamp White","Wilko","Table Lamps","White","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325714","Wilko Sweetie Jar Lamp Champagne","Wilko","Table Lamps",NA,"Single","No",NA,NA,NA,"1",NA,"Mains",NA,NA,0.95
"HOM","LIG","325716","Wilko Dreamweave Lantern Cream","Wilko","Table Lamps","Cream","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","325724","Wilko Task Angle Lamp Black","Wilko","Table Lamps","Black","Single","No",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","326024","Wilko 3 Tier Shade Black","Wilko","Light Shades","Black","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326025","Wilko 3 Tier Shade Teal","Wilko","Light Shades","Green","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326026","Wilko Flush Fitting Ceiling Light Chrome Effect","Wilko","Ceiling Lighting","Silver","Single","No",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326048","Wilko Traditional Jewelled Pleated Shade Cream","Wilko","Light Shades","Cream","28cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326059","Wilko Oval Twist Beaded Pendant Shade Clear","Wilko","Pendants","Clear","21cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326060","Wilko Beaded Oval Pendant Shade Clear","Wilko","Pendants","Clear","25cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326063","Wilko Marie Therese Chandelier 3 Arm Clear","Wilko","Chandelier Lighting","Clear","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326064","Wilko Marie Therese Chandelier 5 Arm Black","Wilko","Chandelier Lighting",NA,"Single","Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","326065","Wilko Marie Therese Chandelier 5 Arm Clear","Wilko","Chandelier Lighting","Clear","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326066","Wilko Chandelier 5 Arm Smoke With Teal","Wilko","Chandelier Lighting","Green","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326070","Wilko 3 Arm Dome Spotlight Ceiling Light Silver","Wilko","Spotlights","Silver","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326072","Wilko Spotlight Ceiling Light Silver","Wilko","Spotlights","Silver","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326075","Wilko 5 Arm Chandelier Chrome Effect Ceiling LightFitting","Wilko","Chandelier Lighting","Silver","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","326077","Wilko Ceiling Light Fitting 3 Arm Chrome","Wilko","Ceiling Lighting","Silver","Single","Yes",NA,NA,NA,NA,NA,"Mains",NA,NA,0.95
"HOM","LIG","326135","Wilko Retro Swirl Shade Burnt Orange","Wilko","Light Shades","Orange","30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326136","Wilko Retro Swirl Pendant Shade Chocolate","Wilko","Light Shades","Brown","30cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326179","Wilko 3 Tier Shade Parchment","Wilko","Light Shades","Cream","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326200","Wilko Satin Tapered Shade Teal","Wilko","Light Shades","Green","Height 19.5cm x Width 28cm x depth 28cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326205","Wilko Tapered Shade Black","Wilko","Light Shades","Black","28cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326376","Wilko 3 Tier Shade Grey","Wilko","Light Shades","Grey","Single",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","326380","Wilko Ceiling Light Fitting Chrome","Wilko","Ceiling Lighting","Metal","Single","Yes",NA,NA,NA,NA,NA,NA,NA,NA,0.9
"HOM","LIG","327714","Wilko Marie Therese Chandelier 3 Arm Black","Wilko","Chandelier Lighting","Black","Single","Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.95
"HOM","LIG","327861","Wilko Twist 3 Arm Fitting Chrome","Wilko","Ceiling Lighting",NA,"Single","Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","329147","Wilko Capiz Floral Ball Shade Silver","Wilko","Pendants","Silver","21cm",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.93
"HOM","LIG","341332","Wilko Acrylic Drop Shade Purple","Wilko","Pendants","Purple",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","341342","Wilko Atole Lamp Purple","Wilko","Table Lamps","Purple",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","341402","Wilko Double Layer Shade Black and White","Wilko","Light Shades","Black",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","341425","Wilko Allium Laser Cut Lamp Cream","Wilko","Table Lamps","Cream",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","341429","Wilko Allium Laser Cut Drum Cream","Wilko","Light Shades","Cream",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","344398","Wilko Tapered Shade Grey","Wilko","Light Shades","Grey",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","407003","Wilko Ceramic House Lamp","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","407011","Wilko Birdcage Shade Cream And Blue","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","407014","Wilko Pendant Open Wire Shade Black","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","LIG","407015","Wilko Wire Cage Shade Grey","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","407016","Wilko Wire Cage Shade Hessian","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","407060","Wilko Mosaic Table Lamp Black","Wilko","Table Lamps","Black",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","407069","Wilko Cut Glass Table Lamp Large Clear","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","409231","Wilko Metal Table Lamp Gun Metal","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","413906","Wilko Tunis Pendant Cylinder Chrome Effect","Wilko","Pendants",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","413907","Wilko Marie Therese Light Fitting 5 Arm Champagne","Wilko","Chandelier Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","413910","Wilko Global Pendant Beaded Bronze","Wilko","Pendants",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","413912","Wilko Beaded Global Plated Lamp Bronze","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","413926","Wilko Tapered Shade Taupe 30cm","Wilko","Light Shades",NA,"Shade - 19.5 (H) x 23 Dia 28 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413928","Wilko Tapered Shade Plum 30cm","Wilko","Light Shades",NA,"Shade - 19.5 (H) x 23 Dia/ 28 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413929","Wilko Tapered Shade White 22cm","Wilko","Light Shades",NA,"Shade - 17 (H) x 16 Dia/ 22 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413930","Wilko Tapered Shade Grey 22cm","Wilko","Light Shades",NA,"Shade - 17 (H) x 16 Dia 22 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413931","Wilko Tapered Shade Black 22cm","Wilko","Light Shades",NA,"Shade - 17 (H) x 16 Dia 22 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413932","Wilko Tapered Shade Parchment 22cm","Wilko","Light Shades",NA,"Shade - 17 (H) x 16 Dia/ 22 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413933","Wilko Tapered Shade Taupe 22cm","Wilko","Light Shades",NA,"Shade - 17 (H) x 16 Dia 22 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413935","Wilko Tapered Shade Plum 22cm","Wilko","Light Shades",NA,"Shade - 17 (H) x 16 Dia/ 22 Dia cm",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","413938","Wilko Tapered Shade Teal 22cm","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79
"HOM","LIG","413977","Wilko Floral Laser Table Lamp Duck Egg","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,"SES Candle 42W Eco Halogen / 11W Energy Candle",NA,NA,0.9
"HOM","LIG","413979","Wilko Floral Laser Pendant Duck Egg","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","413980","Wilko 3 Tier Pendant Shade Taupe","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","413981","Wilko 3 Tier Pendant Shade White","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","414372","Wilko Atole Table Lamp Parchment","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","414373","Wilko Atole Table Lamp Light Grey","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","418279","Wilko Latham Light Fitting Large","Wilko","Ceiling Lighting",NA,"Large","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","423269","Wilko Glass Balls Table Lamp Cool Grey","Wilko","Table Lamps",NA,"30x30x57cm","No",NA,NA,NA,"1",NA,"60W",NA,NA,0.95
"HOM","LIG","423270","Wilko Glass Balls Table Lamp Parchment","Wilko","Table Lamps",NA,"30x30x57cm","No",NA,NA,NA,"1",NA,"60W",NA,NA,0.95
"HOM","LIG","423273","Wilko Glass Table Lamp Champagne Gold","Wilko","Table Lamps",NA,"30x30x57cm","No",NA,NA,NA,"1",NA,"60W",NA,NA,0.95
"HOM","LIG","427922","Wilko Bottle Table Lamp White","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436427","Wilko Milan Table Lamp Grey","Wilko","Table Lamps",NA,"39.5cm Height, 16cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436428","Wilko Milan Table Lamp Parchment","Wilko","Table Lamps",NA,"39.5cm Height, 16cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436429","Wilko Milan Table Lamp Plum","Wilko","Table Lamps",NA,"39.5cm Height, 16cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436430","Wilko Milan Table Lamp Teal","Wilko","Table Lamps",NA,"39.5cm Height, 16cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436431","Wilko Milan Table Lamp Black","Wilko","Table Lamps",NA,"39.5cm Height, 16cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436432","Wilko Milan Table Lamp White","Wilko","Table Lamps",NA,"39.5cm Height, 16cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436433","Wilko Copper Effect Table Lamp","Wilko","Table Lamps",NA,"37.5cm","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436434","Wilko Vintage Pendant Cream","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436435","Wilko Vintage Pendant Grey","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436436","Wilko Vintage Pendant Red","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436437","Wilko Vintage Pendant Black","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436438","Wilko Vintage Pendant Duck Egg","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436439","Wilko Vintage Pendant Sage","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436440","Wilko Olivia Pendant Crystal Effect","Wilko","Pendants",NA,"24cm Height x 27cm Diameter",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436441","Wilko Vintage Pendant Chrome Finish","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436442","Wilko Vintage Pendant Copper Effect","Wilko","Vintage Pendant",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436443","Wilko Swirl 3 Arm Fitting Chrome","Wilko","Ceiling Lighting",NA,"23cm","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436444","Wilko Swirl 5 Arm Fitting Chrome","Wilko","Ceiling Lighting",NA,"23cm Height X 44cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436445","Wilko Galaxy Light Fitting Chrome","Wilko","Ceiling Lighting",NA,"28cm Height x 42cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436446","Wilko Ava Light Fitting Chrome","Wilko","Ceiling Lighting",NA,"20cm Height X 26cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436447","Wilko Black & White Table Lamp","Wilko","Table Lamps",NA,"Height 68cm X 37cm Diameter","No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436448","Wilko Black & White Shade 30cm","Wilko","Light Shades",NA,"Height 21 cm X 31cm Diameter",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436635","Wilko 3 Arm Fitting Chrome","Wilko","Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436636","Wilko 3 Arm Fitting Antique Brass","Wilko","Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436637","Wilko 5 Arm Fitting Chrome","Wilko","Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436638","Wilko 5 Arm Fitting Antique Brass","Wilko","Ceiling Lighting",NA,NA,"No",NA,NA,NA,"120cm x 170cm",NA,NA,NA,NA,0.85
"HOM","LIG","436639","Wilko Large Glass Industrial Pendant Pewter","Wilko","Vintage Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436640","Wilko Triple Glass Industrial Pendant Pewter","Wilko","Vintage Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436824","Wilko Table Lamp Rose","Wilko","Table Lamps",NA,NA,"Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436825","Wilko Laser Cut Table Lamp Grey","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436826","Wilko Pleated Shade Cream","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436827","Wilko Pleated Shade Duck Egg","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436828","Wilko Pleated Shade Mauve","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436829","Wilko Evelyn Floral Shade Red","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436830","Wilko Techno Flower Shade Neutral","Wilko","Light Shades",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436831","Wilko Ceramic Table Lamp Grey","Wilko","Table Lamps",NA,NA,"Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436832","Wilko Isabelle Table Lamp Silver","Wilko","Table Lamps",NA,NA,"Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436833","Wilko Textured Table Lamp","Wilko","Table Lamps",NA,NA,"Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436834","Wilko With Love Table Lamp","Wilko","Table Lamps",NA,NA,"Yes",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436836","Wilko Sorrento 3 Arm Fitting","Wilko","Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436837","Wilko Sorrento 5 Arm Fitting","Wilko","Ceiling Lighting",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436840","Wilko Sphere Pendant Polished Nickel","Wilko","Pendants",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436841","Wilko Audrey Pendant Clear","Wilko","Pendants",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","436842","Wilko Audrey Table Lamp Clear","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436843","Wilko Florence Table Lamp Black","Wilko","Table Lamps",NA,NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.85
"HOM","LIG","436846","Wilko Ombre Table Lamp Purple","Wilko","Table Lamps",NA,"Table Lamp 30 x 50.5","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436847","Wilko Ombre Table Lamp Teal","Wilko","Table Lamps",NA,"Table Lamp 30 x 50.5","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436848","Wilko Herringbone Shade Black 30cm","Wilko","Light Shades",NA,"Shade 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436849","Wilko Herringbone Shade Grey 30cm","Wilko","Light Shades",NA,"Shade 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436854","Wilko Small Glitter Shade Neutral 30cm","Wilko","Light Shades",NA,"Shade 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436855","Wilko Ritz Pendant Grey 30cm","Wilko","Pendants",NA,"Pendant 30 x 36.5",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436856","Wilko Lace Drum Shade Grey 30cm","Wilko","Light Shades",NA,"Shade 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436857","Wilko Amelia Shade White 30cm","Wilko","Light Shades",NA,"Shade 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436858","Wilko Amelia Shade Grey 30cm","Wilko","Light Shades",NA,"Shade 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436859","Wilko Shade Black and Copper ColouredLining 30cm","Wilko","Light Shades",NA,"Pendant 30 x 20",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436861","Wilko Swirl Table Lamp Chrome Effect","Wilko","Table Lamps",NA,"Table Lamp 25 x 40.5","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436862","Wilko Swirl Table Lamp Brass","Wilko","Table Lamps",NA,"Table Lamp 25 x 40.5","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436863","Wilko Ceramic Heart Shaped Table Lamp","Wilko","Table Lamps",NA,"Table Lamp 11.5 x 22.5 x 23","No",NA,NA,NA,"1",NA,"25w",NA,NA,0.95
"HOM","LIG","436864","Wilko Tunis Table Lamp Chrome","Wilko","Table Lamps",NA,"Table Lamp 12 x 23","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436865","Wilko Tunis Table Lamp Brass Effect","Wilko","Table Lamps",NA,"Table Lamp 12 x 23","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436868","Wilko Charlie Pendant Silver","Wilko","Pendants",NA,"Pendant 20 x 27",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436869","Wilko Lucy Pendant Crystal Effect","Wilko","Pendants",NA,"Pendant 18 x 18",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436870","Wilko Bulb Cage Pendant Copper Effect","Wilko","Vintage Pendant",NA,"Pendant 19.5 x 29",NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436871","Wilko Small Industrial Glass Pendant Antique Brass","Wilko","Vintage Ceiling Lighting",NA,"Pendant 14 x 25","No",NA,NA,NA,"1",NA,"25w",NA,NA,0.95
"HOM","LIG","436872","Wilko Suspension Lighting Kit Copper Effect","Wilko","Vintage Ceiling Lighting",NA,"Suspension Kit 10 x 85","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436873","Wilko Suspension Lighting Kit Chrome Finish","Wilko","Vintage Ceiling Lighting",NA,"Suspension Kit 10 x 85","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436874","Wilko Suspension Lighting Kit Brass Effect","Wilko","Vintage Ceiling Lighting",NA,"Suspension Kit 10 x 85","No",NA,NA,NA,"1",NA,"60w",NA,NA,0.95
"HOM","LIG","436965","Wilko Laser Cut Shade Grey","Wilko","Light Shades","Grey",NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.93
"HOM","LIG","436970","Wilko Angle Task Lamp Chrome Effect","Wilko","Desk Lamps","Silver",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436971","Wilko Angle Task Lamp Red","Wilko","Desk Lamps","Red",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436972","Wilko LED Task Lamp Chrome","Wilko","Desk Lamps","Silver",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","436974","Wilko Designo Lamp Grey","Wilko","Desk Lamps","Grey",NA,"No",NA,NA,NA,"1",NA,NA,NA,NA,0.9
"HOM","LIG","437026","Wilko Sienna Lamp Silver Effect","Wilko","Table Lamps",NA,"Table Lamp 18 x 32 x 40","No",NA,NA,NA,"1",NA,"40w",NA,NA,0.95
"HOM","LIG","437111","Wilko Morrocan Sphere Pendant Bronze","Wilko","Pendants",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
"HOM","LIG","441905","Wilko Beaded Global Pendant Plated Finish","Wilko","Pendants",NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,0.86
