"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"159721","Polycell Weather Proof Polyfilla 330g","Polycell","Ready Mixed Filler",NA,"1","330g",1
"288364","Polycell Cement Quick Set 2kg","Polycell","Cement",NA,"1","2kg",1
"3106940","Polycell Multi Purpose Polyfilla 450g","Polycell","Powdered Filler",NA,"1","450g",1
"315533","Polycell Stain Stop Aerosol 250ml","Polycell","Stain Remover",NA,"1","250ml",1
"162075","Unibond All-Purpose No More Cracks Ready Mixed Filler 600g","Unibond","Ready Mixed Filler",NA,"1","600g",1
"158724","Wilko Wood Filler Flexible Ready Mixed Brown 1kg","Wilko","Wood Filler",NA,"1","1kg",1
"215768","Wilko Decorator Interior Filler Lightweight ReadyMixed 600ml","Wilko","Ready Mixed Filler",NA,"1","600ml",1
"215770","Wilko Ready Mix Quick Dry Filler 1kg","Wilko","Ready Mixed Filler",NA,"1","1kg",1
"238284","Wilko Filter Jug Capacity 2.4L","Wilko","Water Filter Jugs","Clear","1","2.4L",1
"245441","Wilko Decorators Caulk 300ml","Wilko","Decorators Caulk",NA,"1","300ml",1
"301859","Wilko Aqua Advanced Filter Jug 1.5L","Wilko","Water Filter Jugs","Clear","1","1.5L",1
"3126940","Wilko Putty Multi-Purpose Linseed Oil 1kg","Wilko","Putty",NA,"1","1kg",1
"342401","Wilko All Purpose Powder Filler  1.5Kg","Wilko","Powdered Filler",NA,"1","1.5kg",1
"342404","Wilko Deep Gap Filler 1Ltr","Wilko","Filler",NA,"2pk","1L",1
"342733","Wilko Fungicidal Spray 500ml","Wilko","Fungicidal Spray",NA,"1","500ml",1
"49900","Wilko Filler All-Purpose Ready Mixed 330g","Wilko","Ready Mixed Filler",NA,"1","330g",1
"77959","Wilko Wood Filler Flexible Ready Mixed White 330g","Wilko","Wood Filler",NA,"1","330g",1
"77960","Wilko Wood Filler Flexible Ready Mixed White 1kg","Wilko","Wood Filler",NA,"1","1kg",1
