"Article","Web Description","Brand","Type","Pack Qty","Size","DQ Score"
"452647","Country Club Pet Bed/Cage Mat 55x75cm","Country Club","Mattresses","1","55 x 75cm",1
"452648","Country Club Pet Bed/Cage Mat 60x90cm","Country Club","Mattresses","1","60 x 90cm",1
"314190","Rosewood 40 Winks Water Resistant Crate Mattress Green 56x45x7cm","Rosewood","Mattresses","1","Small",1
"314192","Rosewood 40 Winks Water Resistant Crate Mattress Green 88x64x8cm","Rosewood","Mattresses","1","Large",1
"335077","Rosewood Dog Bed Cushion Reversable and AssortedColours 46 x 33cm","Rosewood","Bed Cushions","1","46cmx33m",1
"335078","Rosewood Dog Bed Cushion Reversable and AssortedColours 61 x 39cm","Rosewood","Bed Cushions","1","61cmx39cmx6cm",1
"420141","Rosewood Dog Bed Cord Plush Pet Bed 20in","Rosewood","Soft Beds","1","21 x 64 x 30cm",1
"420142","Rosewood Dog Bed Cord Plush Pet Bed 25in","Rosewood","Soft Beds","1","25 x 72 x 36cm",1
"420143","Rosewood Dog Bed Cord Plush Pet Bed 32in","Rosewood","Soft Beds","1","28 x 84 x cm",1
"423001","Supersoft Pet Bed Red Striped","Supersoft","Soft Beds","1","Small",1
"190153","Wilko Dog Blanket  Fleece Assorted Colours 120 x120cm","Wilko","Pet Blanket","1","120x120cm",1
