"Article","Web Description","Brand","Type","Colour","Pack Qty","Size","DQ Score"
"452649","Country Club Pet Bed/Cage Mat 70x100cm","Country Club","Mattresses","Multi","70 x 100cm",NA,0.93
"441900","Stop Muddy Paws Barrier Rug Design","Pet Rebellion","Pet Rug","Brown","1",NA,0.88
"314191","Rosewood 40 Winks Grey/Red Water Resistant Crate Mattress 76x56x61cm","Rosewood","Mattresses","Multi",NA,"Medium",0.93
"335337","Rosewood Dog Bed Cushion Reversable and AssortedColours 76 x 50cm","Rosewood","Bed Cushions","Multi",NA,"76cmx50cmx6cm",0.93
"420138","Tweed Oval Shaped Pet Bed 20in","Rosewood","Soft Beds",NA,"1","20in",0.88
"434473","Rosewood Dog Bed Quilted Mattress Assorted Colours","Rosewood","Mattresses","Multi","1",NA,0.93
"439456","Rosewood Dog Bed Reversible  Cushion Extra Large58 x 86cm","Rosewood","Bed Cushions",NA,"1","16 x 58 x 45cm",0.93
"439460","Rosewood Dog Bed Paw Print Design Small 23 x 48cm","Rosewood","Soft Beds",NA,"1","12 x 48 x 23cm",0.93
"439461","Rosewood Dog Bed Paw Print Design Medium 27 x 58cm","Rosewood","Soft Beds",NA,"1","15 x 58 x 27cm",0.93
"439462","Rosewood Dog Bed Paw Print Design Large 53 x 68cm","Rosewood","Soft Beds",NA,"1","18 x 70 x 38cm",0.93
"439464","Rosewood Dog Bed Plush Oval 63.5cm","Rosewood","Soft Beds",NA,"1","25 x 72 x 36cm",0.93
"215858","Wilko Pet Mat Fleecy Extra Large 100cmx100cm","Wilko","Pet Blanket",NA,"1","100cmx100cm",0.93
