"Article","Web Description","Brand","DQ Score"
"436122","Collection Pore Minimiser Primer 25ml","Collection 2000",0.95
"436123","Collection Reviving and Anti Fatigue IlluminatingPrimer 25ml","Collection 2000",0.95
"436124","Collection Reviving and Anti Fatigue IlluminatingPrimer 25ml","Collection 2000",0.95
"436125","Collection Reviving and anti fatigue IlluminatingPrimer 25ml","Collection 2000",0.95
"436234","Collection Contour Kit","Collection 2000",0.95
"440537","Collection Contour Stick Light","Collection 2000",0.95
"440538","Collection Contour Stick Medium","Collection 2000",0.95
"454014","Collection Primed and Ready Colour CorrectivePalette","Collection 2000",0.95
"454015","Collection Primed and Ready Fixing Spray","Collection 2000",0.95
"444132","Max Factor Smooth Miracle Primer","Maxfactor",0.95
