"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"DIY","TOO","344124","Wilko Cylinder Buff","Wilko",NA,NA,"1",NA,0.86
"DIY","TOO","344125","Wilko Drill Bit High Speed Steel 2.0mm 2pk","Wilko","2.0mm",NA,NA,NA,0.86
"DIY","TOO","344126","Wilko Drill Bit High Speed Steel 6.0mm 2pk","Wilko","6.0mm",NA,NA,NA,0.86
"DIY","TOO","344127","Wilko Drill Bit High Speed Steel 8.0mm","Wilko","8.0mm",NA,NA,NA,0.86
"DIY","TOO","344128","Wilko Masonry Drill Bit 6.5 x 400mm","Wilko","6.5X 400mm",NA,"1",NA,0.93
"DIY","TOO","344194","Wilko Masonry Drill Bit 12mm","Wilko","12X 400mm",NA,NA,NA,0.86
"DIY","TOO","344195","Wilko Masonry Drill Bit 14mm","Wilko","14X 400mm",NA,NA,NA,0.86
"DIY","TOO","344306","Wilko Masonry Plus Drill Bit 4mm","Wilko","4mm",NA,NA,NA,0.86
"DIY","TOO","344307","Wilko Masonry Plus Drill 5mm","Wilko","5mm",NA,NA,NA,0.86
"DIY","TOO","344308","Wilko Masonry Plus Drill Bit 5.5mm","Wilko","5.5mm",NA,"1",NA,0.93
"DIY","TOO","344309","Wilko Masonry Plus Drill Bit 6mm","Wilko","6mm",NA,NA,NA,0.86
"DIY","TOO","344310","Wilko Masonry Drill Bit 6.5mm","Wilko","6.5mm",NA,"1",NA,0.93
"DIY","TOO","344311","Wilko Masonry Drill Bit 7mm","Wilko","7mm",NA,"1",NA,0.93
"DIY","TOO","344312","Wilko Masonry Plus Drill Bit 8mm","Wilko","8mm",NA,NA,NA,0.86
"DIY","TOO","344313","Wilko Masonry Plus Drill Bit 10mm","Wilko","10mm",NA,NA,NA,0.86
"DIY","TOO","344314","Wilko Masonry Plus Drill Bit 12mm","Wilko","12mm",NA,NA,NA,0.86
"DIY","TOO","344351","Wilko Masonry Plus Drill Bit 14mm","Wilko","14mm",NA,"1",NA,0.93
"DIY","TOO","344352","Wilko Masonry Plus Drill Bit 16mm","Wilko","16mm",NA,"1",NA,0.93
"DIY","TOO","344353","Wilko Brad Point Drill Bit 3mm","Wilko","3mm",NA,NA,NA,0.86
"DIY","TOO","344354","Wilko Brad Point Drill Bit 4mm","Wilko","4mm",NA,"1",NA,0.93
"DIY","TOO","344355","Wilko Brad Point Drill Bit 5mm","Wilko","5mm",NA,NA,NA,0.86
"DIY","TOO","344356","Wilko Brad Point Drill Bit 6mm","Wilko","6mm",NA,NA,NA,0.86
"DIY","TOO","344357","Wilko Brad Point Drill Bit 7mm","Wilko","7mm",NA,NA,NA,0.86
"DIY","TOO","344376","Wilko Brad Point Drill Bit 8mm","Wilko","8mm",NA,"1",NA,0.93
"DIY","TOO","344377","Wilko Brad Point Drill Bit 10mm","Wilko","10mm",NA,"1",NA,0.93
"DIY","TOO","344378","Wilko Glass and Tile  Drill Bit 3mm","Wilko","3mm",NA,NA,NA,0.86
"DIY","TOO","344379","Wilko Glass and Tile Drill Bit 5mm","Wilko","5mm",NA,"1",NA,0.93
"DIY","TOO","344380","Wilko Glass and Tile Drill Bit 6mm","Wilko","6mm",NA,"1",NA,0.93
"DIY","TOO","344381","Wilko Glass and Tile Drill Bit 8mm","Wilko","8mm",NA,"1",NA,0.93
"DIY","TOO","344382","Wilko Glass and Tile Drill Bit 10mm","Wilko","10mm",NA,NA,NA,0.86
"DIY","TOO","428888","Wilko Drill and Ratchet Screwdriver Set 114 Piece","Wilko","Plastic Case 24×6cm×30cm","Black","114pc","No",0.65
