"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"SBK","GIF","451221","Disney Princess 2 Sheet 2 Tag","Disney","Sheet 50 x 70cm Tag 10 x 6.5cm","Multi","2",NA,NA,0.941666666666667
"SBK","GIF","410972","Disney Frozen Roll Wrap 4m","Disney Frozen","4m x 69cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","410970","Marvel Roll Wrap 2m","Marvel","2m x 69cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","410971","Marvel Gift Wrap 2 Sheet 2 Tag","Marvel","Sheet 50 x 70cm Tag 7.3 x 7.3cm",NA,"2",NA,NA,0.883333333333333
"SBK","GIF","430021","Wilko Reminisce Stripe Roll Wrap 2m","Wilko","2m x 69cm",NA,"1",NA,NA,0.883333333333333
"SBK","GIF","430022","Wilko Craft Stars Roll Wrap 2m","Wilko","2m x 69cm",NA,"1",NA,NA,0.883333333333333
"SBK","GIF","430023","Wilko Techno Happy Birthday Roll Wrap 2m","Wilko","2m x 69cm",NA,"1",NA,NA,0.883333333333333
"SBK","GIF","430024","Wilko Reminisce Holographic Spot Roll Wrap 2m","Wilko","2m x 69cm",NA,"1",NA,NA,0.883333333333333
"SBK","GIF","430120","Wilko Pink Watercoloured Spot Medium Bag","Wilko","21.5 x 25.3cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","430122","Wilko Butterfly Small Gift Bag","Wilko","15 x 13 x 9cm","Multi","1",NA,NA,1
"SBK","GIF","449607","Wilko Unicorn Large Gift Bag","Wilko","33 x 26.5 x 14cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","449609","Wilko Dino Medium Gift Bag","Wilko","25.5 x 21.5 x 10cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","449612","Wilko Geo Medium Gift Bag","Wilko","25.5 x 21.5 x 10cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","449620","Wilko Bronze Kraft Roll 2m","Wilko","2m x 69cm","Metal","1",NA,NA,0.941666666666667
"SBK","GIF","449621","Wilko Pink Dotty Roll Wrap 2m","Wilko","2m x 69cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","449622","Wilko Coral Spot Roll Wrap 2m","Wilko","2m x 69cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","449626","Wilko Blue and Grey Geo Roll Wrap 2m","Wilko","2m x 69cm","Multi","1",NA,NA,0.941666666666667
"SBK","GIF","451222","Wilko New Bottle Gift Bag","Wilko","35.5 x 12.7 x 9cm","Multi","1",NA,NA,0.941666666666667
"XMD","WRA","457071","Wilko Frosted Christmas Roll Wrap Confetti Pink 5m","Wilko","5m","Pink","1","60gsm Paper","No",0.65
"XMD","WRA","457072","Wilko Frosted Christmas Roll Wrap HolographicFeather 5m","Wilko","5m","White","1","60gsm Paper","No",0.65
"XMD","WRA","457073","Wilko Frosted Christmas Roll Wrap Pink Bauble 5m","Wilko","5m","Pink","1","60gsm Paper","No",0.65
"XMD","WRA","457074","Wilko Frosted Christmas Roll Wrap Blue Text 5m","Wilko","5m","Blue","1","60gsm Paper","No",0.65
"XMD","WRA","457075","Wilko Starry Night Christmas Roll Wrap GeometricStag 5m","Wilko","5m","Pink","1","60gsm Paper","No",0.65
"XMD","WRA","457076","Wilko Starry Night Christmas Roll Wrap Green WithGold Star 5m","Wilko","5m","Green","1","60gsm Paper","No",0.65
"XMD","WRA","457077","Wilko Starry Night Christmas Roll Wrap Copper Tree5m","Wilko","5m","Blue","1","60gsm Paper","No",0.65
"XMD","WRA","457078","Wilko Starry Night Christmas Roll Wrap BlackGeometric 5m","Wilko","5m","Black","1","60gsm Paper","No",0.65
"XMD","WRA","457079","Wilko Rustic Glow Christmas Roll Wrap WinterFloral 5m","Wilko","5m","Cream","1","60gsm Paper","No",0.65
"XMD","WRA","457080","Wilko Rustic Glow Christmas Roll Wrap Green Tartan5m","Wilko","5m","Multi","1","60gsm Paper","No",0.65
"XMD","WRA","457081","Wilko Rustic Glow Christmas Roll Wrap IllustrativeStag 5m","Wilko","5m","Cream","1","60gsm Paper","No",0.65
"XMD","WRA","457082","Wilko Rustic Glow Christmas Roll Wrap Floral PrintOn Craft 5m","Wilko","5m","Multi","1","60gsm Kraft Paper","No",0.65
"XMD","WRA","457084","Wilko Nordic Country Christmas Roll Wrap Robin 5m","Wilko","5m","Multi","1","80gsm Paper","No",0.65
"XMD","WRA","457085","Wilko Nordic Country Christmas Roll Wrap Pudding5m","Wilko","5m","Multi","1","80gsm Paper","No",0.65
"XMD","WRA","457086","Wilko Nordic Country Christmas Roll Wrap Red Text5m","Wilko","5m","Multi","1","80gsm Paper","No",0.65
"XMD","WRA","457087","Wilko Nordic Country Christmas Roll Wrap Car WithTree 5m","Wilko","5m","Multi","1","60gsm Kraft Paper","No",0.65
"XMD","WRA","457089","Wilko Kids Christmas Roll Wrap Santa And Friends12m","Wilko","12m","Multi","1","60gsm Paper","No",0.65
"XMD","WRA","457090","Wilko Kids Christmas Roll Wrap Santa's Party 12m","Wilko","12m","Multi","1","60gsm Paper","No",0.65
"XMD","WRA","457091","Wilko Kids Christmas Roll Wrap Presents 12m","Wilko","12m","Multi","1","60gsm Paper","No",0.65
"XMD","WRA","457092","Wilko Kids Christmas Roll Wrap Text 3m","Wilko","3m","Multi","1","48gsm Paper","No",0.65
