"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","SHC","352685","Frizz Ease Recovery Conditioner 150ml","John Frieda","150ml",NA,"1",0.95
"TOI","SHC","352686","Frizz Ease Protecting  Cream 100ml","John Frieda","100ml",NA,"1",0.95
"TOI","SHC","352689","Frizz Ease Straight Shampoo 250ml","John Frieda","250ml",NA,"1",0.95
"TOI","SHC","352690","Frizz Ease Straight Conditioner 250ml","John Frieda","250ml",NA,"1",0.95
"TOI","SHC","352691","Frizz Ease Dream Curls Shampoo 250ml","John Frieda","250ml",NA,"1",0.95
"TOI","SHC","352692","Frizz Ease Dream Curls Conditioner 250ml","John Frieda","250ml",NA,"1",0.95
"TOI","SHC","352702","John Frieda Frizz Ease Extra Strength Hair Serum50ml","John Frieda","50ml",NA,"1",1
"TOI","SHC","352703","Frizz Ease Original Hair Serum 50ml","John Frieda","50ml",NA,"1",0.95
"TOI","SHC","352716","John Frieda Luxurious Volume Blow Dry Lotion 125ml","John Frieda","125ml","Multi","1",1
"TOI","SHC","352723","John Frieda Shampoo Luxurious Volume 250ml","John Frieda","250ml",NA,"1",1
"TOI","SHC","352724","John Frieda Conditioner Luxurious Volume 250ml","John Frieda","250ml",NA,"1",1
"TOI","SHC","412748","John Frieda Frizz Ease Miraculous RecoveryShampoo 250ml","John Frieda","250ml",NA,"1",1
"TOI","SHC","412749","John Frieda Frizz Ease Miraculous RecoveryConditioner 250ml","John Frieda","250ml",NA,"1",1
"TOI","SHC","438918","John Frieda Sheer Blonde Moisturising 250ml","John Frieda","200ml Plastic Tube",NA,"1",1
"TOI","SHC","438919","John Frieda Sheer Blonde Moist Conditioner 250ml","John Frieda","200ml Plastic Tube",NA,"1",1
"TOI","SHC","438922","John Frieda Sheer Blonde Go Blonder Shampoo 250ml","John Frieda","200ml Plastic Tube",NA,"1",1
"TOI","SHC","438923","John Frieda Sheer Blonde Go Blonder Conditioner250ml","John Frieda","200ml Plastic Tube",NA,"1",1
"TOI","SHC","438924","John Frieda Brunette Colour Protect MoisturisingShampoo 250ml","John Frieda","200ml Plastic Tube",NA,"1",1
"TOI","SHC","438925","John Frieda Brunette Colour Protect MoisturisingConditioner 250ml","John Frieda","200ml Plastic Tube",NA,"1",1
