"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"CLE","FUR","168718","Lord Sheraton Caretaker Wood Balsam Original  75ml","Lord Sheraton","75ml",NA,NA,NA,NA,0.9125
"CLE","LAU","228002","Dylon Wash and Dye Velvet Black 350g","Dylon","350g","Black","1",NA,NA,1
"CLE","LAU","270596","Dylon Fabric Dye Intense Violet 50g","Dylon","50g","Purple","1",NA,NA,1
"CLE","LAU","270597","Dylon Fabric Dye Flamingo Pink 50g","Dylon","50g","Pink",NA,NA,NA,0.93
"CLE","LAU","270598","Dylon Fabric Dye Tropical Green 50g","Dylon","50g","Green",NA,NA,NA,0.93
"CLE","LAU","270599","Dylon Hand Dye Bahama Blue 50g","Dylon","50g","Blue",NA,NA,NA,0.93
"CLE","LAU","274482","Dylon Colour Catcher Sheets 24pk","Dylon","24 Sheets",NA,"1",NA,NA,1
"CLE","LAU","277635","Dylon Curtain Whitener 3pk","Dylon","150ml",NA,NA,NA,NA,0.9125
"CLE","LAU","285873","Dylon Hand Dye Grey 50g","Dylon","50g","Grey",NA,NA,NA,0.93
"CLE","LAU","285875","Dylon Hand Dye Yellow 50g","Dylon","50g","Yellow",NA,NA,NA,0.93
"CLE","LAU","285877","Dylon Hand Dye Ocean Blue 50g","Dylon","50g","Blue",NA,NA,NA,0.93
"CLE","LAU","285879","Dylon Dye Salt 500g","Dylon","500g","Cream","1",NA,NA,1
"CLE","LAU","332023","Dylon Spray Starch Aerosol Spray 300ml","Dylon","300ml",NA,"1",NA,NA,1
"CLE","LAU","454082","Dylon Colour Catchers 50pk","Dylon",NA,NA,"50",NA,NA,0.9125
"CLE","LAU","454083","Dylon Brilliant Black Sheets 10pk","Dylon",NA,NA,"7",NA,NA,0.8625
"CLE","LAU","454084","Dylon Brilliant White Sheets 7pk","Dylon",NA,NA,"7",NA,NA,0.9125
"CLE","LAU","454085","Dylon Dye Pod Navy Blue 350g","Dylon","350g","Blue","1",NA,NA,1
"CLE","LAU","454086","Dylon Dye Pod Forest Green 350g","Dylon","350g","Green","1",NA,NA,1
"CLE","LAU","454087","Dylon Dye Pod Intense Black 350g","Dylon","350g","Black","1",NA,NA,1
"CLE","LAU","454088","Dylon Dye Pod Jeans Blue 350g","Dylon","350g","Blue","1",NA,NA,1
"CLE","LAU","454089","Dylon Dye Pod Tulip Red 350g","Dylon","350g","Red","1",NA,NA,1
"CLE","LAU","454090","Dylon Dye Pod Deep Violet 350g","Dylon","350g","Purple","1",NA,NA,1
"CLE","LAU","454091","Dylon Dye Pod Ocean Blue","Dylon","350g","Blue","1",NA,NA,1
"CLE","LAU","454092","Dylon Dye Pod Passion Pink 350g","Dylon","350g","Pink","1",NA,NA,1
"CLE","LAU","454093","Dylon Dye Pod Fresh Orange 350g","Dylon","350g","Orange","1",NA,NA,1
"CLE","LAU","454094","Dylon Dye Pod Espresso Brown 350g","Dylon","350g","Brown","1",NA,NA,1
"CLE","LAU","454095","Dylon Dye Pod Sunflower Yellow 350g","Dylon","350g","Yellow","1",NA,NA,1
"CLE","LAU","454096","Dylon Dye Pod Sandy Beige 350g","Dylon","350g","Brown","1",NA,NA,1
"CLE","LAU","454097","Dylon Dye Pod Plum Red","Dylon","350g","Red","1",NA,NA,1
"CLE","LAU","454098","Dylon Dye Pod Olive Green 350g","Dylon","350g","Green","1",NA,NA,1
"CLE","LAU","454099","Dylon Dye Pod Paradise Blue 350g","Dylon","350g","Blue","1",NA,NA,1
