"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOU","MOP","155999","Vileda Super Mocio 3 Action Mop Head and Handle","Vileda",NA,"Multi","1","Cellulose, Polyester, Polypropylene, Polyamide",0.941666666666667
"HOU","MOP","157423","Vileda SuperMocio 3 Action Refill","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","181642","Vileda SuperMocio Bucket and Wringer Red and Black","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","204922","Vileda Magic Mop Flat","Vileda",NA,"Red","1",NA,0.883333333333333
"HOU","MOP","204923","Vileda Magic Mop Flat Refill Blue","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","265644","Vileda Supermocio Microfibre and Cotton Mop","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","265645","Vileda Supermocio Mop Head Microfibre and CottonRefill","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","266271","Vileda  3 Action Broom Red","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","292476","Vileda Active Max Mop Refill","Vileda",NA,"Multi","1","Polyester Microfibre, Cotton",0.941666666666667
"HOU","MOP","304986","Vileda Mop Active Max System","Vileda",NA,"Multi","1","Cotton, Polyester",0.941666666666667
"HOU","MOP","304988","Vileda Mop 1.2 Spray System","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","304989","Vileda Active 1.2 Spray Cleaner 750ml","Vileda","750ml",NA,NA,NA,0.9125
"HOU","MOP","304990","Vileda Ultra Max 1.2 Replacement Mop Head","Vileda","1.2L","Multi","1",NA,0.941666666666667
"HOU","MOP","417427","Vileda Dust Pan and Brush Set Red","Vileda",NA,NA,NA,NA,0.766666666666667
"HOU","MOP","417436","Vileda Supermocio Soft Mop","Vileda",NA,NA,NA,"50% viscose, 30% PES, 20% PP (Head) Steel (Handle)",0.825
"HOU","MOP","417437","Vileda Supermocio Soft Mop Refill","Vileda",NA,NA,NA,NA,0.766666666666667
"HOU","MOP","72831","Vileda Magic Mop 3 Action Red/Grey","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","MOP","72832","Vileda Magic Mop Refill","Vileda",NA,"Multi","1",NA,0.883333333333333
"HOU","SCO","229175","Marigold Extra Life Kitchen Gloves Large","Marigold","Large","Yellow","2pcs",NA,1
"HOU","SCO","229176","Marigold Extra Life Kitchen Gloves Medium","Marigold","Medium","Yellow","2pcs",NA,1
"HOU","SCO","229178","Marigold Longer Bathroom Gloves Medium","Marigold","Medium","Yellow","2pcs",NA,1
"HOU","SCO","351848","Marigold Extra Life Kitchen Glove Small","Marigold","Small","Yellow","1",NA,1
"HOU","SCO","351849","Marigold Sensitive Gloves Medium","Marigold",NA,"Multi","1",NA,0.93
"HOU","SCO","417429","Marigold Extra Tough Outdoor Gloves Large","Marigold",NA,"Black","1",NA,0.93
"HOU","SCO","432735","Marigold Wash and Wipe Dish Cloth 2pk","Marigold","36 x 36cm","White","2",NA,1
"HOU","SCO","432736","Marigold Wiper Upper 2pk","Marigold","34 x 34cm","Yellow","2",NA,1
"HOU","SCO","432737","Marigold Squeaky Clean","Marigold","29 x 29cm","Purple","1",NA,1
"HOU","SCO","432738","Marigold Let It Shine Microfibre Cloths 4pk","Marigold","30 x 30cm","Multi","4",NA,1
"HOU","SCO","432739","Marigold Oops Away All Purpose Cloths 6pk","Marigold","35 x 45cm","Pink","6",NA,1
"HOU","SCO","432741","Marigold No More Elbow Grease Stainless Steel Pad","Marigold",NA,"Grey","1",NA,0.93
"HOU","SCO","432742","Marigold Scrunchie 3pk","Marigold","6.5 x 2 x 6.5cm","Grey","3",NA,1
"HOU","SCO","432743","Marigold Clean and Gleam 2pk","Marigold","6.8 x 4.3 x 9cm","Green","2",NA,1
"HOU","SCO","432745","Marigold Cleaning Me Softly 2pk","Marigold","11 x 6 x 2.3cm","Green","2",NA,1
"HOU","SCO","417431","Marigold Latex Free Disposable Gloves 40pk","Vileda",NA,NA,NA,NA,0.74
"HOU","SPC","420159","Vileda Hot Spray Mop 100 Degrees","Vileda","Vileda Hot Spray 1290mm (H) x 350mm (W) x 260mm (D",NA,"1","Plastic",0.941666666666667
"HOU","SPC","420160","Vileda 100 Degrees Hot Spray Refills","Vileda","Vileda Hot Spray Refill 4mm (H) x 320mm (W) x 235m",NA,"2","Microfibre",0.941666666666667
"HOU","SPC","425196","Vileda Windowmatic Window Vacuum","Vileda",NA,NA,"1",NA,0.9125
