"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","LAU","275063","Dr Beckmann Service It Washing Machine Cleaner 250ml","Dr Beckmann","250ml",NA,0.9125
"CLE","LAU","321029","Dr Beckmann Colour and Dirt Sheets 20pk","Dr Beckmann",NA,"20s",0.9125
"CLE","LAU","333076","Dr.Beckmann Service-it Washing Machine CleanerDeep Clean 250g","Dr Beckmann","250g","1",0.95
"CLE","LAU","349716","Dr.Beckmann Glowhite Ultra 40g 2pk","Dr Beckmann","80g","2pk",0.95
"CLE","LAU","349717","Dr.Beckmann Stain Devils Survival Kit3 Bottles","Dr Beckmann",NA,"1",0.8625
"CLE","LAU","349718","Dr.Beckmann Colour and Dirt Collector 50pk","Dr Beckmann",NA,"50s",0.8625
"CLE","LAU","433681","Dr. Beckmann Colour Run Remover 1pk","Dr Beckmann","75g","1",0.95
"CLE","LAU","95059","Dr Beckmann Glowhite Super Whitener 5pk","Dr Beckmann","5x40g","1",1
"CLE","SUR","441979","Dr Beckmann Carpet Cleaner And Brush 650ml","Dr Beckmann",NA,"1",0.9125
"TOI","MEN","402930","Alpecin Caffeine Shampoo C1 250ml","Ariel","250ml","1",0.95
"TOI","TRA","351742","Dr Beckmann Travel Wash 100ml","Dr Beckmann","100ml","1",1
