"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Assembly","DQ Score"
"SBK","BOM","346775","Gold Stars Key Stage 2 EnglishWorkbook Ages 9-11 Years","Gold Stars",NA,NA,NA,NA,0.883333333333333
"SBK","BOM","346776","Gold Stars Key Stage 2 MathsWorkbook Ages 9-11 Years","Gold Stars",NA,NA,NA,NA,0.883333333333333
"SBK","BOM","431391","Gold Stars Reception Maths Ages 4-5 Years","Gold Stars",NA,NA,"1",NA,1
"SBK","BOM","431392","Gold Stars Reception English Ages 4-5 Years","Gold Stars",NA,NA,"1",NA,1
"SBK","BOM","431393","Gold Stars Ready for School Big Workbook Assorted","Gold Stars",NA,NA,"1",NA,1
"SBK","BOM","405986","Marvel Avengers Assemble Sticker Play","Marvel",NA,NA,"1","No",0.65
"SBK","BOM","431474","Marvel Spider-Man Fun Doodles Activity Book","Marvel","0.4cm 20cm 27.6cm",NA,"1","No",0.65
"SBK","BOM","431475","Marvel Avengers Colouring and Sticker ActivityPack","Marvel","0.3cm, 21.5cm, 27cm",NA,"1","No",0.65
"SBK","BOM","431476","Marvel Avengers Assemble Mega Colouring Book","Marvel","0.6cm 21.5cm 27cm",NA,"1","No",0.65
"SBK","BOM","457350","Colour By Numbers Masterpieces","Parragon","1cm, 24.5cm, 28.5cm","Multi","1","No",0.6
"SBK","BOM","457351","Dot To Dot Famous Places","Parragon","1cm, 24.5cm, 28.5cm","Multi","1","No",0.6
"SBK","BOM","457352","Insipred Adult Colouring Books Assorted","Parragon","1.3cm, 21.5cm, 27cm","Multi","1","No",0.6
