"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"HOM","COO","407631","Wilko Wicker Heart String Lights White","Wilko",NA,"White",NA,NA,"No",0.883333333333333
"HOM","COO","437890","Wilko Cream Lit Twigs","Wilko",NA,NA,NA,NA,"No",0.825
"HOM","COO","437892","Wilko Twigs Red Glitter","Wilko",NA,NA,NA,NA,NA,0.79
"HOM","COO","437894","Wilko Pussy Willow Twigs","Wilko",NA,NA,"1",NA,"No",0.65
"HOM","COO","447211","Wilko Faux Grass In Pot","Wilko","22 x 22 x 27cm","Green",NA,NA,"No",0.941666666666667
"HOM","COO","447220","Wilko Pink Rose String Lights","Wilko","4 x 5 x 230cm","Pink",NA,NA,"No",0.941666666666667
"HOM","COO","455421","Wilko Glitter Hellebore in Vase Silver","Wilko","16 x 22cm","Silver","1",NA,NA,1
"HOM","COO","455422","Wilko Glitter Hellebore in Vase Red","Wilko","16 x 22cm","Red","1",NA,NA,1
"HOM","COO","455444","Wilko Orchid in Two Tone Vase","Wilko","20 x 9 x 18 cms",NA,NA,"POLYESTER WIRE GLASS","No",0.941666666666667
"HOM","COO","455447","Wilko Dhalia in Glass Bottle","Wilko","15 x 10 x 38 cms","Red",NA,"POLYESTER WIRE GLASS","No",1
"HOM","COO","455461","Wilko Green Floral in Cream Bottle Vase","Wilko","26 x 16 x 40 cms","Green",NA,"POLYESTER WIRE GLASS","No",1
