"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","ACT","447533","Avengers Snap Band Assortment","Avengers","Multi","1","3 Years +",0.941666666666667
"TOY","ACT","439981","Starwars Bouncy Ball","Star Wars","Multi","1","3 Years +",0.891666666666667
"TOY","FAN","447531","Disney Princess Light Up Ball","Disney","Multi","1","3 Years +",0.9
"TOY","FAN","408630","Disney Frozen Twirling Baton","Disney Frozen","Multi","1","3 Years +",0.941666666666667
"TOY","FAN","439980","Star Wars Small Projector","Star Wars","Multi","1","3 Years +",0.941666666666667
"TOY","PRE","447543","Paw Patrol Walkie Talkie","Paw Patrol","Multi","1","3 Years +",0.941666666666667
"TOY","PRE","330555","Peppa Pig Music Set","Peppa Pig","Multi","1","3 Years +",0.941666666666667
"TOY","PRE","428506","Thomas The Tank Engine Soft Ball","Thomas & Friends","Multi","1","12 Months +",0.891666666666667
