"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","FEM","117027","Charlie Red Body Spray 75ml","Charlie","75ml","1",1
"TOI","FEM","217443","Charlie Pink Body Spray 75ml","Charlie","75ml","1",1
"TOI","FEM","243347","Charlie Black Body Spray 75ml","Charlie","75ml","1",1
"TOI","FEM","252010","Charlie Touch Body Spray 75ml","Charlie","75ml","1",1
"TOI","FEM","412235","Charlie Divine Body Spray 75ml","Charlie",NA,"1",0.8625
"TOI","FEM","193066","Mitchum Roll on Unperfumed 50ml","Mitchum","50ml","1",1
"TOI","FEM","193068","Mitchum Roll On Powderfresh 50ml","Mitchum","50ml","1",1
"TOI","FEM","236971","Mitchum Anti-Perspirant Powderfresh 150ml","Mitchum","150ml",NA,0.9125
"TOI","FEM","236974","Mitchum Anti-Perspirant Unscented 150ml","Mitchum","150ml","1",1
"TOI","FEM","412102","Mitchum Ultimate Anti-Perspirant Pure Fresh RollOn 45g","Mitchum",NA,"1",0.9125
"TOI","FEM","412101","Mitchum Anti-Perspirant Showerfresh 150ml","Revlon",NA,NA,0.775
"TOI","FEM","430855","Mitchum Ultimate Gel Powder Fresh 57g","Revlon",NA,NA,0.775
"TOI","FEM","456467","Charlie Bodyspray Peach Passion 75ml","Revlon",NA,"1",0.8125
"TOI","MEN","269494","Mitchum Ice Fresh Roll On Anti-Perspirant 50ml","Mitchum","50ml","1",1
"TOI","MEN","320807","Mitchum Endurance Ice FreshAnti-Perspirant 150ml","Mitchum","150ml",NA,0.9125
