"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","Assembly","DQ Score"
"FOO","SXM","324180","Kingsway Liqueur Chocolates with Cream Liqueur 120g","World of Sweets","120g","1","No",0.6
"FOO","SXM","324181","Kingsway Liqueur Chocolates with Cherry and Brandy120g","World of Sweets","120g","1","No",0.6
