"PSA_1","PSA_2","Article","Web Description","Brand","Size","Material","Assembly","DQ Score"
"HOM","COO","438290","Wilko Love Tealight Holders 4pk","Wilko","Each tealight holder size: Dia 5.5 x H 7.0cm","Stoneware","No",0.941666666666667
