"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"HOM","BAT","272536","Wilko Self Adhesive Mirror Tiles 30 x 30cm 4pk","Wilko","30x30cm",NA,"4pk",1
"HOM","BAT","272537","Wilko Rectangular Mirror 25 x 35cm","Wilko","25x35cm",NA,"1",1
"HOM","BAT","407386","Wilko Glitter Mirror 40 x 50cm","Wilko","40 x 50cm",NA,"1",1
"HOM","BAT","426425","Wilko Pre Drilled Mirror 45 x 60cm","Wilko Functional","45cm x 60cm",NA,"1",0.95
"HOM","MIR","326791","Wilko V Groove Mirror 30 x 40cm","Wilko","30x40cm",NA,NA,0.86
"HOM","MIR","326814","Wilko White Over Door Mirror","Wilko","Rectangular","White",NA,0.93
"HOM","MIR","415649","Wilko All Glass Frame Mirror Large 75 x 105cm","Wilko","75 x 105cm",NA,"1",0.93
"HOM","MIR","415650","Wilko Glitter Frame Mirror Large 60 x 90cm","Wilko","Large",NA,"1",0.93
"HOM","MIR","415651","Wilko Glitter Frame Mirror Medium 40 x 60cm","Wilko","Medium",NA,"1",0.93
"HOM","MIR","415653","Wilko All Glass Dressing Table Mirror43.5 x 56.5cm","Wilko",NA,NA,"1",0.86
"HOM","MIR","415658","Wilko Ornate Mirror Medium Black 50 x 64cm","Wilko","Medium",NA,"1",0.93
"HOM","MIR","415671","Wilko Rococco Mirror Medium White 60 x 80cm","Wilko","Medium",NA,"1",0.93
"HOM","MIR","415672","Wilko Rococco Mirror Large White 76 x 96cm","Wilko","Large",NA,"1",0.93
"HOM","MIR","415673","Wilko Rococco Hall Mirror White 40 x 130cm","Wilko",NA,NA,"1",0.86
"HOM","MIR","415674","Wilko Rococco Cheval Mirror White 44 x 170cm","Wilko",NA,NA,"1",0.86
"HOM","MIR","416626","Wilko White Frame Mirror 41 x 52cm","Wilko",NA,NA,"1",0.86
"HOM","MIR","416627","Wilko Oak Effect Hall Mirror 41 x 133cm","Wilko",NA,NA,"1",0.86
"HOM","MIR","416628","Wilko Oak Effect Mirror Small 41 x 52cm","Wilko","2.4 x 41 x 52cm",NA,"1",0.93
"HOM","MIR","416629","Wilko Oak Effect Mirror Medium 52 x 62cm","Wilko","2.5 x 52 x 62cm",NA,"1",0.93
"HOM","MIR","416630","Wilko Oak Effect Mirror Large 61 x 81cm","Wilko","Large",NA,"1",0.93
"HOM","MIR","416631","Wilko Oak Effect Mirror Extra Large 71 x 91cm","Wilko","Large",NA,"1",0.93
"HOM","MIR","416632","Wilko Mirror All Glass Frame Medium 60 x 80cm","Wilko","Medium",NA,"1",0.93
"HOM","MIR","436151","Wilko Black Frame Mirror 41 x 52cm","Wilko",NA,"Black","1",0.93
"HOM","MIR","456097","Wilko Over Door Mirror Grey","Wilko","126 x 2 x 34cm","Grey","1",1
"HOM","PHO","436417","Wilko Box Photo Frame White 4 x 4in","Wilko","4x4in","White","1",1
"HOM","PHO","436418","Wilko Box Photo Frame White 6 x 6in","Wilko","6x6in","White","1",1
"HOM","PHO","436419","Wilko Box Photo Frame White 8 x 8in","Wilko","8x8in","White","1",1
"HOM","PHO","436420","Wilko Box Photo Frame White 12 x 12in","Wilko","12 x 12in","White","1",1
"HOM","PHO","436422","Wilko Silver Lace Effect Photo Frame 6 x 4in","Wilko","6x4in","Silver","1",1
"HOM","PHO","436423","Wilko Silver Lace Effect Photo Frame 7 x 5in","Wilko","7x5in","Silver","1",1
"SBK","PHO","413209","Wilko Colour Photo Album","Wilko","5.2 x 22 x 22cm","Multi","1",1
