"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"HOU","AIR","bh00001","Better Home Rotary Airer Green 30m","Better Home Products","30m","Silver","1",0.95
"HOU","AIR","bh00002","Better Home Rotary Airer Silver 40m","Better Home Products","40m","Silver","1",0.95
"HOU","AIR","bh00005","Better Home Rotary Airer with Hoist 60m","Better Home Products","60m","Green","1",0.95
"HOU","AIR","bh00007","Better Home Gentle Grip Pegs 100pk","Better Home Products",NA,"Multi","100",0.88
"HOU","AIR","bh00008","Better Home Wall Mount Airer Silver","Better Home Products","198 cm wide x 39.5cm Hiigh",NA,"1",0.88
"HOU","AIR","bh00009","Better Home Heavy Duty Retractable 5 Line","Better Home Products","5x7m","Grey","1",0.95
"HOU","AIR","bh00010","Better Home Heavy Duty Retractable 2 Line","Better Home Products","2 x 15m lines",NA,"1",0.8625
"HOU","AIR","bh00003","Better Home Rotary Airer Silver 50m","British Ceramic Tile","50m","Silver","1",0.95
"HOU","AIR","bh00004","Better Home Rotary Airer Silver 60m","British Ceramic Tile","60m","Silver","1",0.95
"HOU","AIR","403886","MobiDri Portable Washing Line","Wilko",NA,"Black","1",0.88
