"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","HAI","340261","Jerome Russell Bblonde Maxium Lift Cream Peroxide","Jerome and Russell","1",0.81
"TOI","HAI","340262","Jerome Russell BBlonde Powder Bleach","Jerome and Russell","1",0.81
"TOI","HAI","442212","Jerome Russell Maximum Colour Toner Silver","Jerome Russell","1",0.81
"TOI","HAI","442213","Jerome Russell Maximum Colour Toner Steel","Jerome Russell","1",0.86
"TOI","HAI","456416","Jerome Russell Lilac Max Colour Toner","Jerome Russell","1",0.81
