"PSA_1","PSA_2","Article","Web Description","Brand","Size","Power","Model Number","DQ Score"
"KIT","ELE","445306","Wilko Air Fryer with Removable Basket 4L","Wilko","31cmx28.5cmx33.5cm","1200-1400w","AFM06",1
