"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","FAA","455273","Wilko Make Up Brush Cleaner 250ml","Wilko","250ml","1",0.86
"TOI","FRU","457507","Wilko Fruits Hand Lotion and Hand Wash Duo Pack","Wilko","250ml","2",1
"TOI","FRU","457508","Wilko Fruits Limited Edition Cranberry BodySouffle 200ml","Wilko","200ml","1",1
"TOI","FRU","457510","Wilko Fruits Miniature Shower Gels Gift Set","Wilko","50ml",NA,0.825
"TOI","XMS","456747","Wilko Botanica Body Souffle","Wilko",NA,NA,0.766666666666667
"TOI","XMS","456748","Wilko Botanica Handcare Set","Wilko",NA,NA,0.766666666666667
"TOI","XMS","456749","Botanica Luxury Bath and Body Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456750","Botanica Luxury Pamper Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456751","Botanica Hand Care Collection","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456752","Botanica Trio of Treats","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456753","Glow Essentials Cosmetic Bag","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456754","Glow Indulgent Pamper Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456755","Glow Hand Duo Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456756","Glow Luxury Body Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456757","Glow Footcare Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456758","Glow Miniatures Set","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456759","Botanica Hand Duo","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456760","Botanica Travel Bag","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456761","Botanica Bath Salts","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456762","Botanica Bath Fizzer","Wilko",NA,NA,0.716666666666667
"TOI","XMS","456763","Botanica Bath Foam Bauble 150ml","Wilko","150ml",NA,0.775
"TOI","XMS","456764","Kiss Weekend Rucksack","Wilko",NA,NA,0.716666666666667
