"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"KIT","BAP","302283","Wilko Flour Sifter","Wilko","10.2 x 15.5 x 9.3cm",NA,"1",0.93
"KIT","BAP","318188","Wilko Gingerbread Man Cookie Cutters","Wilko","Assorted","Silver","3",1
"KIT","BAP","318189","Wilko Cookie Cutter Stainless Steel Heart Shaped3pk","Wilko","Assorted","Pink","1",1
"KIT","BAP","328780","Wilko Sugar Modeling Craft Tool Set","Wilko","Set","Multi","1",1
"KIT","BAP","346285","Wilko Cake Tester","Wilko","16.8 x 2.8 x 0.65cm","Multi","1",1
"KIT","GAD","317719","Wilko Citrus Squeezer","Wilko",NA,"Yellow","1",0.883333333333333
"KIT","GAD","318118","Wilko Soup Ladle Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318172","Wilko Spaghetti Spoon Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318177","Wilko Turner Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318178","Wilko Kitchen Potato Masher Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318179","Wilko Polyamide Slotted Spoon Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318180","Wilko Serving Spoon Polyamide Medium Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318181","Wilko Polyamide Ladle Black","Wilko",NA,"Black","1",0.883333333333333
"KIT","GAD","318182","Wilko Kitchen Whisk Black","Wilko",NA,"Black","1",0.883333333333333
