"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"HOM","BAT","151595","Wilko Telescopic Shower Curtain Pole White122-218cm","Wilko","122-218cm, 3.3cm Diam","1",1
"HOM","BAT","188756","Wilko Stainless Steel Shower Hose 150cm","Wilko","150cm","1",1
"HOM","BAT","194816","Wilko Telescopic Shower Curtain Rod Silver EffectExtends to 260cm","Wilko","180-240cm","1",1
"HOM","BAT","225128","Wilko Shower Hose 200cm","Wilko","200cm","1",1
"HOM","BAT","273104","Wilko Modular Rail for Showers Polished Aluminium","Wilko","Single","1",1
"HOM","BAT","310685","Wilko Shower Head 6 Function Chrome Effect","Wilko","23.1 cm x 9 cm x 5 cm","1",1
"HOM","BAT","310703","Wilko Shower Head 3 Function Chrome Effect","Wilko","21.5 cm x 8.3 cm x 4 cm","1",1
"HOM","BAT","343562","Wilko Bath and Shower Mixer Set","Wilko","64 cm x 13 cm x 12.5 cm","1",1
"HOM","BAT","420323","Wilko 3 Function Shower Set","Wilko","68.4 cm x 13 cm x 12.5 cm","1",1
"HOM","BAT","426394","Wilko Single Function Rectangle Shower Head","Wilko","23.4 cm x 5.8 cm x 3.4 cm","1",1
"HOM","BAT","182571","Wilko Functional Bath Shower Spray","Wilko Functional",NA,"1",0.9125
