"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"HOM","BAT","298519","Wilko Ceramic Soap Dispenser White","Wilko","6.5cm x 6.5cm x 15.5cm","White","1",1
"HOM","BAT","298521","Wilko Ceramic Tumbler White","Wilko","6.5 cm x 6.5 cm x 9.5 cm","White","1",1
"HOM","BAT","298522","Wilko Ceramic Soap Dish White","Wilko","12 cm x 7.8 cm x 3 cm","White","1",1
"HOM","BAT","298523","Wilko Toilet Brush with Chrome Handle White","Wilko",NA,NA,NA,1
"HOM","BAT","451431","Wilko Coastal Soap Dispenser","Wilko","L7.5 x W7.5 x H15 (CM)",NA,"1",0.93
"HOM","BAT","451432","Wilko Coastal Soap Dish","Wilko","L11 x W11 x H2.5 (CM)",NA,"1",0.93
"HOM","BAT","451433","Wilko Coastal Tumbler","Wilko","L7.8 x W7.8 x H9.5 (CM)",NA,"1",0.93
"HOM","BAT","451443","Wilko Soft Touch Toothbrush Holder Fresh Aqua","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",0.93
"HOM","BAT","451444","Wilko Soft Touch Soap Dispenser Fresh Aqua","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",0.93
"HOM","BAT","451445","Wilko Soft Touch Toothbrush Holder White","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",0.93
"HOM","BAT","451446","Wilko Soft Touch Soap Dispenser White","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",0.93
"HOM","BAT","451451","Wilko Soft Touch Soap Dispenser Grey","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",0.93
"HOM","BAT","451452","Wilko Soft Touch Toothbrush Holder Grey","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",0.93
"HOM","BAT","451453","Wilko Soft Touch Soap Dispenser Black","Wilko","L5.2 x W7.6 x H15.8 (CM)",NA,"1",0.93
"HOM","BAT","451454","Wilko Soft Touch Toothbrush Holder Black","Wilko","L5.2 x W7.6 x H9.5 (CM)",NA,"1",0.93
