"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MED","274447","Carnation Verruca and Wart Foot Spray 50ml","Carnation","50ml","1",1
"TOI","MED","74127","Carnation Corn 5pk","Carnation",NA,"5pk",0.9125
