"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"CLE","TOI","438118","Wilko Cistern Block Blue 4pk","Wilko","1",0.9125
"CLE","TOI","438119","Wilko Cistern Block Purple 4pk","Wilko","1",0.9125
