"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Age","Model Number","DQ Score"
"XMD","WRA","439362","Wilko Christmas Wrap Composite Pack Red","Wilko","2 x 2m","Red","2","Paper","No","5+","439362",0.65
"XMD","WRA","439363","Wilko Christmas Wrap Composite Pack Silver","Wilko","2 x 2m","Silver","2","Paper","No","5+","439363",0.65
"XMD","WRA","439364","Wilko Christmas Wrap Composite Pack Gold","Wilko","2 x 2m","Gold","2","Paper","No","5+","439364",0.65
