"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOM","CPX","137495","Wilko Glider Hook 10pk","Wilko","Pack","White","10pk",NA,0.941666666666667
"HOM","CPX","146146","Wilko Keylock Support 4pk","Wilko","Pack","White","4pk",NA,0.941666666666667
"HOM","CPX","146147","Wilko Track End Covers 2pk","Wilko","Pack","White","2pk",NA,0.941666666666667
"HOM","CPX","146148","Wilko Tension Rod Self Locking Extendable White60 - 100cm","Wilko","60-100cm","White",NA,NA,0.883333333333333
"HOM","CPX","146150","Wilko Tension Rod Self Locking ExtendableWhite 100 - 150cm","Wilko","100-150cm","White",NA,NA,0.883333333333333
"HOM","CPX","146151","Wilko Tension Rod Self Locking ExtendableWhite 150 - 200cm","Wilko","150-200cm","White",NA,NA,0.883333333333333
"HOM","CPX","177925","Wilko Cafe Style Rod Brass Effect 120 - 215cm","Wilko","120-215cm","Gold","1",NA,0.941666666666667
"HOM","CPX","177926","Wilko Rings Cafe Rod Brass Effect 10pk","Wilko","10 Pack","Gold","10pk",NA,0.941666666666667
"HOM","CPX","177930","Wilko Cafe Style Rod Silver Effect 50 - 75cm","Wilko","50-75cm","Silver","1",NA,0.941666666666667
"HOM","CPX","177931","Wilko Cafe Style Rod Silver Effect 75 - 125cm","Wilko","75-120cm","Silver","1",NA,0.941666666666667
"HOM","CPX","177932","Wilko Cafe Style Rod Silver Effect 120 - 215cm","Wilko","120-215cm","Silver","1",NA,0.941666666666667
"HOM","CPX","177933","Wilko Silver Effect Cafe Rod Rings 10pk","Wilko","10 Pack","Silver","10pk",NA,0.941666666666667
"HOM","CPX","232215","Wilko Bay Window Curtain Pole Black Metal400cm long by 19mm diameter","Wilko","400x7cm","Black","1","Steel and acrylic",1
"HOM","CPX","232232","Wilko Firenze Bay Window Curtain Pole SilverEffect 400cm long x 19mm diameter","Wilko","400x7cm","Silver","1","Steel and plastic",1
"HOM","CPX","232233","Wilko Firenze Pair of Holdbacks Black 2pk","Wilko","2 Pack","Black","2pk",NA,0.941666666666667
"HOM","CPX","232247","Wilko Firenze Pair of Holdbacks Silver Effect 2pk","Wilko","2 Pack","Silver","2pk",NA,0.941666666666667
"HOM","CPX","232253","Wilko Curtain Pole Rings Plastic Black 19mm10pk","Wilko","19mm","Black","10pk",NA,0.941666666666667
"HOM","CPX","232255","Wilko Curtain Pole Rings Silver Effect 10pk","Wilko","19mm","Silver","10pk",NA,0.941666666666667
"HOM","CPX","232347","Wilko Curtain Pole Rings Brass Effect 28mm 8pk","Wilko","28mm","Metal","8pk",NA,0.941666666666667
"HOM","CPX","232348","Wilko Curtain Pole Rings Silver Effect 28mm 8pk","Wilko","28mm","Silver","8pk",NA,0.941666666666667
"HOM","CPX","232405","Wilko Voile Pair of Holdbacks Silver Effect 2pk","Wilko","2 Pack","Silver","2pk",NA,0.941666666666667
"HOM","CPX","259081","Wilko Curtain Track White Plastic 120 x 2cm","Wilko","120x2cm","White","1",NA,0.941666666666667
"HOM","CPX","259082","Wilko Curtain Track 150 x 2.6cm","Wilko","150x2.6cm","White","1",NA,0.941666666666667
"HOM","CPX","259083","Wilko Curtain Track White Plastic 180 x 2.6cm","Wilko","180x2.6cm","White","1",NA,0.941666666666667
"HOM","CPX","287700","Wilko Curtain Track White Plastic 200 x 2.6cm","Wilko","200x2.6cm","White","1","Plastic",1
"HOM","CPX","287706","Wilko Tension Rod Extendable Self Locking White40 - 60cm","Wilko","40-60cm","White",NA,NA,0.883333333333333
"HOM","CPX","287707","Wilko Net Rod Extendable White 40 - 60cm","Wilko","40-60cm","White","1",NA,0.941666666666667
"HOM","CPX","287708","Wilko Centre Support Self Adhesive","Wilko","Pack","White","1",NA,0.941666666666667
"HOM","CPX","287753","Wilko Palma Hook Pair of Tieback Satin SilverEffect 2pk","Wilko","Pack","Silver","2pk",NA,0.941666666666667
"HOM","CPX","287754","Wilko Palma Hook Pair of Tieback Antique BrassEffect 2pk","Wilko","Pack","Metal","2pk",NA,0.941666666666667
"HOM","CPX","287755","Wilko Palma Hook Pair of Tieback Chrome Effect 2pk","Wilko","Pack","Metal","2pk",NA,0.941666666666667
"HOM","CPX","287757","Wilko Palma Hook Pair of Tieback Cream 2pk","Wilko","Pack","Cream","2pk",NA,0.941666666666667
"HOM","CPX","287758","Wilko Curtain Pole Natural Wood Effect 150cm x28mm","Wilko","150cm","Wood",NA,NA,0.883333333333333
"HOM","CPX","287759","Wilko Curtain Pole Natural Wood Effect 180cm x28mm","Wilko","180cm","Wood",NA,NA,0.883333333333333
"HOM","CPX","287760","Wilko Curtain Pole Natural Wood Effect 240cm x28mm","Wilko","240cm","Wood",NA,NA,0.883333333333333
"HOM","CPX","287761","Wilko Curtain Pole Natural Wood Effect 300cm x28mm","Wilko","300cm","Wood","1",NA,0.941666666666667
"HOM","CPX","287762","Wilko Curtain Pole Bracket Natural Wood Effect28mm","Wilko","28mm","Wood","1",NA,0.941666666666667
"HOM","CPX","287763","Wilko Curtain Pole Rings Natural Wood Effect 28mm4pk","Wilko","28mm","Wood","4pk",NA,0.941666666666667
"HOM","CPX","287764","Wilko Curtain Pole Dark Oak Effect 150cm x 28mm","Wilko","150cm","Wood",NA,NA,0.883333333333333
"HOM","CPX","287765","Wilko Curtain Pole Dark Oak Effect 180cm x 28mm","Wilko","28mm","Wood",NA,NA,0.883333333333333
"HOM","CPX","287766","Wilko Curtain Pole Dark Oak Effect 240cm x 28mm","Wilko","240cm","Wood",NA,NA,0.883333333333333
"HOM","CPX","287767","Wilko Curtain Pole Dark Oak Effect 300cm x 28mm","Wilko","300cm","Wood","1",NA,0.941666666666667
"HOM","CPX","287768","Wilko Curtain Pole Bracket Dark Oak Effect 28mm","Wilko","28mm","Wood","1",NA,0.941666666666667
"HOM","CPX","287769","Wilko Curtain Pole Rings Dark Oak Effect 28mm4pk","Wilko","28mm","Wood","1",NA,0.941666666666667
"HOM","CPX","287770","Wilko Curtain Pole White Wood 150cm x 28mm","Wilko","150cm","White",NA,NA,0.883333333333333
"HOM","CPX","287771","Wilko Curtain Pole White Wood Effect 180cm x 28mm","Wilko","180cm","White","1",NA,0.941666666666667
"HOM","CPX","287772","Wilko Curtain Pole White Wood Effect 240cm x 28mm","Wilko","240cm","White",NA,NA,0.883333333333333
"HOM","CPX","287773","Wilko Curtain Pole White Wood Effect 300cm x 28mm","Wilko","300cm","White",NA,NA,0.883333333333333
"HOM","CPX","287774","Wilko Curtain Pole Bracket White Wood Effect 28mm","Wilko","28mm","White","1",NA,0.941666666666667
"HOM","CPX","287775","Wilko Curtain Pole Rings White Wood Effect 28mm4pk","Wilko","28mm","White","4pk",NA,0.941666666666667
"HOM","CPX","287790","Wilko Firenze Curtain Pole Extendable Black125 - 215cm","Wilko","125-215cm","Black","1",NA,0.941666666666667
"HOM","CPX","287791","Wilko Firenze Curtain Pole Extendable Black170 - 300cm","Wilko","170-300cm","Black",NA,NA,0.883333333333333
"HOM","CPX","287792","Wilko Firenze Curtain Pole Extendable SilverEffect 125 - 215cm","Wilko","125-215cm","Silver",NA,NA,0.883333333333333
"HOM","CPX","287793","Wilko Firenze Curtain Pole Extendable SilverEffect 170 - 300cm","Wilko","170-300cm","Silver",NA,NA,0.883333333333333
"HOM","CPX","287796","Wilko Arezzo Curtain Pole Extendable Satin SilverEffect 100 - 180cm","Wilko","100-180cm","Silver",NA,NA,0.883333333333333
"HOM","CPX","287797","Wilko Arezzo Curtain Pole Extendable Satin SilverEffect 150 - 280cm","Wilko","150-280cm","Metal",NA,NA,0.883333333333333
"HOM","CPX","287798","Wilko Arezzo Curtain Pole Extendable Antique BrassEffect 100 - 180cm","Wilko","100-180cm","Metal",NA,NA,0.883333333333333
"HOM","CPX","287799","Wilko Arezzo Curtain Pole Extendable Antique BrassEffect 150 - 280cm","Wilko","150-280cm","Metal","1",NA,0.941666666666667
"HOM","CPX","287804","Wilko Tivoli Curtain Pole Extendable Antique BrassEffect 125 - 215cm","Wilko","125-215cm","Metal","1",NA,0.941666666666667
"HOM","CPX","287805","Wilko Tivoli Curtain Pole Extendable Antique BrassEffect 170 - 300cm","Wilko","170-300cm","Metal",NA,NA,0.883333333333333
"HOM","CPX","287806","Wilko Tivoli Curtain Pole Extendable Satin SilverEffect 125 - 215cm","Wilko","125-215cm","Metal",NA,NA,0.883333333333333
"HOM","CPX","287807","Wilko Tivoli Curtain Pole Extendable Satin SilverEffect 170 - 300cm","Wilko","170-300cm","Metal",NA,NA,0.883333333333333
"HOM","CPX","287819","Wilko Voile Pair of Holdbacks Satin Silver Effect2pk","Wilko","Single","Silver","2pk",NA,0.941666666666667
"HOM","CPX","287820","Wilko Voile Pair of Holdbacks Antique Brass Effect2pk","Wilko","Single","Metal","2pk",NA,0.941666666666667
"HOM","CPX","287852","Wilko Curtain Pole Rings Antique Brass Effect16 - 19mm 8pk","Wilko","19mm","Metal","8pk",NA,0.941666666666667
