"PSA_1","PSA_2","Article","Web Description","Brand","Pack Qty","DQ Score"
"TOI","MED","453091","Paw Patrol Bump Soother","Paw Patrol","1",0.9125
"TOI","MED","453092","Peppa Pig Forehead Thermometer","Peppa Pig","1",0.9125
