"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Material","Assembly","Washable","Power","Age","DQ Score"
"TOY","ACT","438701","Wilko Roadsters Large Truck","Wilko","Multi","1",NA,NA,NA,NA,"3 Years +",0.941666666666667
"TOY","ACT","456507","Wilko Steam Train and Track Playset","Wilko","Multi","1",NA,NA,NA,NA,"3 Years +",0.941666666666667
"TOY","CRE","438702","Wilko Bumper Room Set With Doll","Wilko","Multi","1","Plastic","No",NA,NA,"3 Years +",0.65
"TOY","FAN","417311","Wilko Play Princess Doll and Horse with GroomingAccessories","Wilko","Multi","1",NA,NA,NA,NA,"3 Years +",0.9
"TOY","FAN","419487","Wilko Play Mobile Home with Accessories","Wilko","Multi","1",NA,NA,NA,"2x AAA Batteries Included","3 Years +",0.95
"TOY","FAN","456503","Wilko Dolls Fashion Outfit Single","Wilko","Multi","1",NA,NA,"Hand Wash Only",NA,"3 Years +",0.95
"TOY","FAN","456504","Wilko Dolls Fashion Outfit Set","Wilko","Multi","4",NA,NA,"Hand Wash Only",NA,"3 Years +",0.95
"TOY","GIR","350603","Wilko Happy Family Doll Set","Wilko","Multi","1",NA,NA,NA,NA,"3 Years +",0.9
"TOY","PRE","417314","Wilko Play Magnetic Numbers and Letters 79pcs","Wilko","Multi","1",NA,NA,NA,NA,"3 Years +",0.941666666666667
