"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOM","PHO","185422","Wilko Easy Photo Frame Silver Effect 6 x 4in","Wilko","6x4in","Silver","1",NA,1
"HOM","PHO","185423","Wilko Easy Photo Frame Silver Effect 7 x 5in","Wilko","7x5in","Silver","1",NA,1
"HOM","PHO","185424","Wilko Easy Photo Frame Silver Effect 8 x 6in","Wilko","8x6in","Silver","1",NA,1
"HOM","PHO","185425","Wilko Easy Photo Frame Silver Effect 10 x 8in","Wilko","10x8in","Silver","1",NA,1
"HOM","PHO","185426","Wilko Easy Photo Frame Silver Effect A4","Wilko","A4","Silver","1",NA,1
"HOM","PHO","185427","Wilko Easy Photo Frame Silver Effect 16 x 12in","Wilko","16x12in","Silver","1",NA,1
"HOM","PHO","242493","Wilko Easy Photo Frame Black 6 x 4in","Wilko","6x4in","Black","1",NA,1
"HOM","PHO","242494","Wilko Easy Photo Frame Black 10 x 8in","Wilko","10x8in","Black","1",NA,1
"HOM","PHO","242495","Wilko Easy Photo Frame Black A4","Wilko","A4","Black","1",NA,1
"HOM","PHO","242496","Wilko Easy Photo Frame Black 7 x 5in","Wilko","7x5in","Black","1",NA,1
"HOM","PHO","242498","Wilko Easy Photo Frame Black 16 x 12in","Wilko","16x12in","Black","1",NA,1
"HOM","PHO","296977","Wilko Picture Hanging Kit","Wilko","Single","Multi","1","Metal",1
"HOM","PHO","297093","Wilko Easy Black Photo Frame 8 x 6in","Wilko","8x6in","Black","1",NA,1
"HOM","PHO","57909","Wilko Clip Frame 16 x 12in","Wilko","16x12in","White","1",NA,1
"HOM","PHO","64746","Wilko Clip Frame  20 x 16in","Wilko","20x16in","Clear","1",NA,1
"HOM","PHO","7779","Wilko Clip Frame A4","Wilko","A4","Metal","1",NA,1
"HOM","PHO","78695","Wilko Plastic Front Clip Frame 24 x 20in","Wilko","24x20in","Clear","1",NA,1
"HOM","PHO","78697","Wilko Clip Frame 32 x 24in","Wilko","32x24in","Clear","1",NA,1
"HOM","PHO","78698","Wilko Clip Frame 39 x 27in","Wilko","39x27in","Clear","1",NA,1
