"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","ACT","439971","Marvel Avengers Assemble Creepeez Assorted","Avengers","Multi","1","3 Years +",0.941666666666667
"TOY","ACT","456619","Zuru Micro Boats Assorted","Wilko","Multi","1","3 Years +",0.891666666666667
"TOY","ACT","456620","Micro Boat Water Slide Playset","Wilko","Multi","1","3 Years +",0.891666666666667
"TOY","CRE","439968","Robo Fish","Robo Fish","Multi","1","3 Years +",0.941666666666667
"TOY","CRE","439969","Robo Fish With Bowl","Robo Fish","Multi","1","3 Years +",0.941666666666667
"TOY","FAN","439880","Tsum Tsum Twin Pack","Tsum Tsum",NA,"2",NA,0.8625
"TOY","FAN","447525","Disney Tsum Tsum Christmas Tin","Tsum Tsum","Multi","1","3 Years +",0.85
"TOY","POC","447225","Tsum Tsum Foil Bag","Tsum Tsum","Multi","1","3+ Years",0.941666666666667
