"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"CLE","FUR","439371","Wilko Multi-Purpose Wipes 30pk","Wilko",NA,"1",0.9125
"CLE","FUR","439372","Wilko Leather Wipes 30pk","Wilko",NA,"1",0.9125
"CLE","SUR","185333","Wilko Glass Wipes Smear Free  20pk","Wilko","20 wipes","20",1
"CLE","SUR","431335","Wilko Optical Wipes 52pk","Wilko","52 Wipes","1",1
"CLE","SUR","437734","Wilko Antibacterial Lemon Wipes 6 x 40pk","Wilko","foil 5.4 g, case 290 g","40",1
"CLE","SUR","438758","Wilko Scrubbing Wipes 35pk","Wilko",NA,"1",0.9125
"CLE","SUR","438759","Wilko Antibacterial Wipes Fuji Apple and Apricot40pk","Wilko",NA,"1",0.9125
"CLE","SUR","439369","Wilko Antibacterial Lemon and Mandarin Wipes 40pk","Wilko",NA,"1",0.9125
"CLE","SUR","439370","Wilko Cleanse And Shine Floor Wipes 15pk","Wilko",NA,"1",0.9125
"DIS","TOI","333517","Wilko Toilet Wipes Clean and Fresh 42pk","Wilko",NA,"1",0.9125
"DIY","MOT","258250","Wilko Antibacterial Dashboard Wipes 24pk","Wilko","Large","24pk",0.93
"DIY","MOT","258251","Wilko Leather Wipes 24pk","Wilko","Large","24pk",0.93
"DIY","MOT","258316","Wilko Screen Wipes 24pk","Wilko","Large","24pk",0.93
"PET","GEN","421923","Wilko Dog Bathing Wipes 7pk","Wilko","7Pk","7",0.93
"PET","GEN","421924","Wilko Dog Eye and Ear Wipes 25pk","Wilko","25Pk","25",0.93
"TOI","BAN","173141","Wilko Tots Hand & Face WipesStrawberry Fragrance 60pk","Wilko",NA,"60pk",0.86
"TOI","BAN","439620","Wilko Soft & Gentle Fragrance Free Baby Wipes64pk","Wilko",NA,NA,0.79
"TOI","BAN","439622","Wilko Soft & Gentle Fragrance Free Baby Wipes 80pk","Wilko",NA,NA,0.79
"TOI","BAN","439624","Wilko Kids Toilet Wipes Fragrance Free 60pk","Wilko",NA,NA,0.825
"TOI","FAC","347843","Skin Therapy Sensitive Skin Fragrance Free Wipes25pk","Wilko",NA,"25",0.8625
"TOI","FAC","347844","Skin Therapy Normal and Combination LightyFragranced Wipes 25pk","Wilko",NA,"25",0.8625
"TOI","FAC","347845","Skin Therapy Tea Tree  Wipes 25pk","Wilko",NA,"25",0.8625
"TOI","MED","307800","Wilko Spectacle Wipes 26pk","Wilko",NA,"26pk",0.9125
"TOI","SAN","418202","Wilko Feminine Intimate Hygiene Wipes 20pk","Wilko",NA,NA,0.79
