"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"DEC","PAS","281050","Wilko Wallpaper Paste Brush 130mm","Wilko","130mm",NA,NA,0.8
"DEC","PAS","281051","Wilko Wallpaper Hanging Brush 210mm","Wilko","210mm",NA,NA,0.8
"DEC","PAS","2784040","Paste Table with Hardboard Top","Wilko Functional","1 Pack",NA,"1",0.8
"DEC","PRP","342836","Disposable Coverall Large","Draper","Large",NA,NA,0.75
"DEC","TIL","343756","Wilko Tile Spacers 2mm 200pk","Wilko","2mm",NA,"200pcs",0.93
"DEC","TIL","343757","Wilko Tile Spacers 4mm 200pk","Wilko","4mm","White","200pcs",1
"DEC","TIL","343767","Wilko Combination Spreader","Wilko","18 x 8cm","Red","1",1
"DEC","TIL","343770","Wilko Wall Trowel","Wilko","6mm Notch",NA,"1",0.93
