"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","CAT","188241","Wilko Pouch Cat Food Fishy Feast with Tuna inJelly 100g","Wilko","100g","1",1
"PET","CAT","192284","Wilko Pouch Cat Food Beef Chicken Duck and Turkeyin Gravy 12 x 100g","Wilko","12x100g","1",1
"PET","CAT","236689","Wilko Pouch Cat Food Meaty Feast Selection inJelly 12 x 100g","Wilko","12x100g","12",1
"PET","CAT","236691","Wilko Pouch Cat Food Fishy Feast Selection inJelly 12 x 100g","Wilko","12x100g","12",1
"PET","CAT","236692","Wilko Kitten Food Chicken Salmon Tuna Turkey inJelly 12 x 100g","Wilko","100g","12",0.93
"PET","CAT","303560","Wilko Pouch Cat Food Meaty Feast with Chicken inJelly 100g","Wilko","100g","1",1
"PET","CAT","303562","Wilko Senior Cat Food Favourite Feast Selection12 x 100g","Wilko","12x100g","12",1
"PET","CAT","336162","Wilko Pouch Cat Food Favourite Feast Selection inJelly 44 x 100g","Wilko","44x100g","44",1
"PET","CAT","413522","Wilko Pouch Cat Food Premium Meat SelctionCuts in Gravy 12 x 100g","Wilko","12x100g","12",1
"PET","CAT","413523","Wilko Pouch Cat Food Premium Fish SelectionFlakes in Jelly 12 x 100g","Wilko","12x100g","12",1
"PET","CAT","430621","Wilko Alutray Cat Food Salmon in Terrine 100g","Wilko","100g","1",1
"PET","CAT","430623","Wilko Alutray Cat Food Chicken and Turkey inTerrine 100g","Wilko","100g","1",1
"PET","CAT","456119","Wilko Favourites Cat Food Meat & Fish Selection12 x 100g","Wilko","12x100g","1",1
"PET","CAT","456120","Wilko Premium Cuts Cat Food Meat & PoultrySelection in Jelly 12 x 100g","Wilko","12x100g","1",1
"PET","DOG","173531","Wilko Dog Food Chicken and Turkey Tray 150g","Wilko","150g","1",1
"PET","DOG","214703","Wilko Adult Dog Food Meaty Feast Terrine Game andChicken Tray 150g","Wilko","150g","1",1
"PET","DOG","214705","Wilko Adult Dog Food Meaty Feast Terrine TastyTurkey and Chicken Tray 300g","Wilko","300g","1",1
"PET","DOG","303627","Wilko Dog Food Meaty Feast Terrine with JuicyBeef Tray 300g","Wilko","300g",NA,0.9125
"PET","DOG","303629","Wilko Dog Food Meaty Feast Terrine Chicken andRice Tray for Senior Dogs 150g","Wilko","150g",NA,0.9125
"PET","DOG","340749","Wilko Puppy Food Feast Selection in Jelly 12 x100g","Wilko","12x100g","12",1
"PET","DOG","413524","Wilko Dog Food Turkey Chicken Beef and Poultryin Jelly for Adult Dogs 12 x 100g","Wilko","12x100g","12",1
"PET","DOG","413525","Wilko Dog Food Turkey Chicken Beef and Poultry inGravy for Adult Dogs 12 x 100g","Wilko","12x100g","12",1
