"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"CLE","AIR","441178","Wilko Compact Premium AirSpray Vanilla240ml","Wilko","240ml",NA,"1",1
"CLE","AIR","441179","Wilko Compact Premium Airspray Cotton240ml","Wilko","240ml",NA,"1",1
"CLE","FLY","58809","Sanmex Fly and Wasp Killer Spray 300ml","Sanmex","300ml",NA,"1",1
"CLE","FUR","333091","Wilko Furniture Polish Aerosol Spray CherryBlossom and Tonka Bean 250ml","Wilko","250ml",NA,"1",1
"CLE","FUR","439382","Wilko Multi-Purpose PolishVanilla and Rose Blossom 250ml","Wilko",NA,NA,"1",0.9125
"PET","GEN","453447","Wilko Dog Dry Shampoo 200ml","Wilko","200ml",NA,"1",0.93
"TOI","FEM","342707","Wilko Sassy Body Spray 75ml","Wilko","75ml",NA,"1",1
"TOI","FEM","342740","Wilko Bliss Body Spray 75ml","Wilko","75ml",NA,"1",1
"TOI","FEM","342927","Wilko Anti-Perspirant Radiance Care 200ml","Wilko","200ml",NA,"1",1
"TOI","FEM","343585","Wilko Rhythm Body Spray 75ml","Wilko","75ml",NA,"1",1
"TOI","FEM","344853","Wilko Scandal Body Spray 75ml","Wilko","75ml",NA,"1",1
"TOI","FEM","345025","Wilko Blissful Body Spray 75ml","Wilko","75ml",NA,"1",1
"TOI","FEM","345026","Wilko Fantasy Body Spray 75ml","Wilko","75ml",NA,"1",1
"TOI","MEN","342925","Wilko Mens Cool Defence Anti-Perspirant 200ml","Wilko","200ml",NA,"1",1
"TOI","MEN","342926","Wilko Mens Intense fusion Anti-Perspirant 200ml","Wilko","200ml",NA,"1",1
"TOI","MEN","345028","Wilko Mens Deodorant Fresh Impact 150ml","Wilko","150ml",NA,"1",1
"TOI","MEN","345030","Wilko Mens Deodorant Fusion 150ml","Wilko","150ml",NA,"1",1
"TOI","SHC","341061","Wilko Dry Shampoo All Shades 200ml","Wilko","200ml",NA,"1",1
"TOI","SHC","341063","Wilko Dry Shampoo Brunette 200ml","Wilko","200ml",NA,"1",1
"TOI","SHC","342930","Wilko Hair Mousse Extra Firm Control 300ml","Wilko","300ml","Multi","1",1
"TOI","SHC","345032","Wilko Hairspray Firm 300ml","Wilko","300ml","Multi","1",1
"TOI","SHC","345033","Wilko Hairspray Extra Firm 300ml","Wilko","300ml","Multi","1",1
"TOI","SHC","345038","Wilko Hair Mousse Firm 300ml","Wilko","300ml","Multi","1",1
"TOI","SHC","347728","Wilko Dry Shampoo Volume 200ml","Wilko","200ml",NA,"1",1
"TOI","SHC","347729","Wilko Dry Shampoo Fragranced 200ml","Wilko","200ml",NA,"1",1
