"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","BAN","439842","Swimmies Swim Pants Unisex Medium 11pk","Huggies","Size Medium Swimpants 12kg  27lb","11",0.88
"TOI","BAN","346703","Wilko Soft & Cosy New Born Nappies 23pk","Wilko",NA,"23pk",0.86
"TOI","BAN","346704","Wilko Soft & Cosy New Born Nappies Size 2 Mini32pk","Wilko",NA,"32pk",0.86
"TOI","BAN","346705","Wilko Snug & Comfy Dry Nappies Size 3 Midi 30pk","Wilko",NA,"30pk",0.86
"TOI","BAN","346706","Wilko Snug & Comfy Dry Nappies Size 4 Maxi27pk","Wilko",NA,"27pk",0.86
"TOI","BAN","346707","Wilko Snug & Comfy Dry Nappies Size 4+ Maxi 24pk","Wilko",NA,"24pk",0.86
"TOI","BAN","346708","Wilko Snug & Comfy Dry Nappies Size 5 Junior23pk","Wilko",NA,"23pk",0.86
"TOI","BAN","346709","Wilko Snug & Comfy Dry Nappies Size 5+ Junior 22pk","Wilko",NA,"22pk",0.86
"TOI","BAN","346715","Wilko Comfy & Cosy Easy Up Pants Size 4 Maxi 22pk","Wilko",NA,"22pk",0.86
"TOI","BAN","346720","Wilko Bed Mat 10pk","Wilko",NA,"10",0.86
"TOI","SAN","197925","Wilko Discreet Pads Extra 10pk","Wilko",NA,"10",0.8
"TOI","SAN","197926","Wilko Discreet Pads Normal 12pk","Wilko","Normal","12pk",0.85
"TOI","SAN","197927","Wilko Discrete Pads Mini 20pk","Wilko","Mini","20pk",0.85
"TOI","SAN","281373","Wilko Discreet Fit Pants Medium 80-110cm 12pk","Wilko",NA,"12",0.9125
"TOI","SAN","281374","Wilko Discreet Fit Pants Large 100-135cm 10pk","Wilko",NA,"10",0.9125
"TOI","SAN","347507","Wilko Applicator Tampons Regular 20pk","Wilko",NA,"20",0.9125
"TOI","SAN","347508","Wilko Applicator Tampons Super 20pk","Wilko",NA,"20",0.9125
"TOI","SAN","347511","Wilko Non-Applicator Tampons Super Plus 16pk","Wilko",NA,"16",0.9125
"TOI","SAN","347519","Wilko Discreet Pads Extra Plus 8pk","Wilko",NA,"8",0.9125
"TOI","SAN","347525","Wilko Non-Applicator Tampons Super 16pk","Wilko",NA,"16",0.9125
"TOI","SAN","347528","Wilko Tampons Non Applicator Regular 16pk","Wilko",NA,"16",0.9125
