"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Assembly","DQ Score"
"HOM","CUS","446583","Wilko Faux Mongolian Cushion Teal 43x43cm","Wilko","43 x 43cm","Green","No",0.941666666666667
"HOM","CUT","446550","Wilko Hearts Cushion 43x43cm","Wilko","43 x 43cm","Multi","No",0.941666666666667
"HOM","CUT","446580","Wilko Weave Cushion Cream 43x43cm","Wilko","43 x 43cm","Cream","No",0.941666666666667
