"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"TOI","FAA","296232","Wilko Nail Polish Remover Acetone Free 250ml","Wilko","250ml","Multi","1",1
"TOI","FAA","296233","Wilko Nail Polish Remover with Acetone 250ml","Wilko",NA,NA,"1",0.86
"TOI","FAA","421509","Wilko Nail Varnish Remover Pads Acetone Free 30pk","Wilko",NA,NA,"30",0.86
"TOI","MED","348497","Wilko Dancing Feet 1pk","Wilko",NA,NA,"1",0.9125
"TOI","MED","348498","Wilko Gel Toe Protector 1pk","Wilko",NA,NA,"1",0.9125
"TOI","MED","348499","Wilko Gel Bunion Protector 1pk","Wilko",NA,NA,"1",0.9125
"TOI","MED","348500","Wilko Gel Heel Cushion 1pk","Wilko",NA,NA,"2",0.9125
