"PSA_1","PSA_2","Article","Web Description","Brand","Colour","Pack Qty","Age","DQ Score"
"TOY","FAN","320602","Sparkle Girlz Winter Fairy Doll Assortment","Sparkle Girls","Multi","1","3 Years +",0.85
"TOY","FAN","335994","Sparkle Girlz Little Fairy Doll Assortment","Sparkle Girls","Multi","1","3 Years +",0.85
"TOY","FAN","438454","Sparkle Girlz Princess Doll Pony Carriage","Sparkle Girls","Multi","1","3 Years +",0.85
"TOY","FAN","438459","Sparkle Girlz Winter Doll Large","Sparkle Girls","Multi","1","3 Years +",0.85
