"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","FAA","437406","Wilko Luxury Powder Brush","Wilko","3.2x3.2x21.5","1",0.93
"TOI","FAA","437407","Wilko Luxury Stippler Brush","Wilko","2.2 x 2.2 x 21.5","1",0.93
"TOI","FAA","437408","Wilko Luxury Blusher Brush","Wilko","1.8 x 2.3 x 20.0","1",0.93
"TOI","FAA","437409","Wilko Luxury Foundation Brush","Wilko","1.5 x 2.5 x 20.0","1",0.93
"TOI","FAA","437410","Wilko Luxury Short Hair Stippling","Wilko","2.0 x 2.0 x 19.5","1",0.93
"TOI","FAA","437411","Wilko Luxury Concealer Brush","Wilko","0.4 x 0.8 x 18.0","1",0.93
"TOI","FAA","437412","Wilko Luxury Eyeliner Brush","Wilko","0.8 x 1.0 x 16.5","1",0.93
"TOI","FAA","437413","Wilko Luxury Eyebrow Comb","Wilko","0.8 x 2.5 x 17.5","1",0.93
"TOI","FAA","437414","Wilko Luxury Smokey Eye Duo Brush","Wilko","0.8 x 0.8 x 18.0","1",0.93
"TOI","FAA","437415","Wilko Luxury Eyebrow Brush","Wilko","0.3 x 0.8 18.0cm","1",0.93
"TOI","FAA","455228","Wilko Premium Powder Brush","Wilko",NA,"1",0.86
"TOI","FAA","455229","Wilko Premium Stippling Brush","Wilko",NA,"1",0.86
"TOI","FAA","455230","Wilko Luxury Angled Blusher Brush","Wilko",NA,"1",0.86
"TOI","FAA","455231","Wilko Premium Foundation Brush","Wilko",NA,"1",0.86
"TOI","FAA","455232","Wilko Premium Smokey Eye Duo Brush","Wilko",NA,"1",0.86
