"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","MED","280559","Action Cold Sore Cream 2g","Action",NA,"1",0.9125
"TOI","MED","343782","Peach Vapour Rub 50g","Peach Ethical",NA,"1",0.8625
"TOI","MED","188558","Wilko Hayfever Relief 10mg 14pk","Wilko",NA,"14pk",0.9125
"TOI","MED","284233","Wilko One a Day Hayfever and Allergy Relief 14pk","Wilko",NA,"14pk",0.9125
"TOI","MED","307799","Wilko Eye Drops Refresh 15ml","Wilko",NA,"1",0.9125
"TOI","MED","307801","Wilko Eye Bath And Wash 200ml","Wilko",NA,"1",0.9125
"TOI","MED","307804","Wilko Saline Solution 360ml","Wilko",NA,"1",0.9125
"TOI","MED","312021","Wilko Eyelid Spray","Wilko",NA,"1",0.9125
"TOI","MED","348279","Wilko Nit Comb  Metal","Wilko",NA,"1",0.86
"TOI","MED","348281","Aqueous Cream Tub 500g","Wilko","500g","1",0.95
"TOI","MED","348283","Wilko Refresh Foot Spray 100ml","Wilko","100ml","1",1
"TOI","MED","348286","Wilko Athletes Foot Cream 20g","Wilko","20g","1",1
"TOI","MED","348290","Wilko Lens Cleaning Spray 50ml","Wilko","50ml","1",1
"TOI","MED","348291","Wilko Glasses Wipe 3pk","Wilko",NA,"1",0.9125
"TOI","MED","348292","Wilko Dry Eye Drop 10ml","Wilko",NA,"1",0.9125
"TOI","MED","348293","Wilko Eye Brightener 10ml","Wilko",NA,"1",0.9125
"TOI","MED","348295","Wilko All In One For All Lenses 250ml","Wilko",NA,"1",0.9125
"TOI","MED","348329","Wilko Pill Organiser","Wilko",NA,"1",0.9125
"TOI","MED","348331","Wilko Tea Tree Oil 10ml","Wilko","10ml","1",1
"TOI","MED","348338","Wilko Lavender Oil 10ml","Wilko","10ml","1",1
"TOI","MED","348433","Wilko Ear Plugs  6pk","Wilko",NA,"1",0.9125
"TOI","MED","348495","Wilko Menopause Mid Stream","Wilko",NA,"1",0.86
"TOI","MED","350622","Wilko Nasal Spray Beclometasone 10 Sprays","Wilko",NA,"1",0.9125
"TOI","MED","407017","Wilko Childrens Saline Nasal Spray 15ml","Wilko","15ml","1",1
