"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"PET","CAT","259866","Webbox Cats Delight Cat Treats Tasty Stickssalmon and Trout 6pk","Webbox","30g","1",1
"PET","CAT","259869","Webbox Cats Delight Cat Treats Tasty SticksChicken and Liver 6pk","Webbox","30g",NA,0.9125
"PET","CAT","303791","Webbox Cats Delight Cat Treats Tasty SticksTurkey and Lamb 6pk","Webbox","30g","6pk",1
"PET","CAT","315453","Webbox Cats Delight Cat Treats Lick-e-Lix Chicken5 x 15g","Webbox","15g","5",1
"PET","CAT","411303","Webbox Cats Delight Cat Treat Lick-e-LixSalmon 5 x 15g","Webbox","5x15g","5",1
"PET","DOG","209978","Webbox Complete Dry Dog Food Original with Beefand Vegetables 2.5kg","Webbox","2.5kg",NA,0.9125
"PET","DOG","27241","Webbox Dog Food Chub Roll Chicken 800g","Webbox","800g",NA,0.9125
"PET","DOG","277765","Webbox Complete Dry Dog Food Chicken andVegetables 2.5kg","Webbox","2.5kg",NA,0.9125
"PET","DOG","3564","Webbox Dog Food Chub Roll Beef 800g","Webbox","800g",NA,0.9125
"PET","DOG","454875","Webbox Natural Trays Chick Rice&Veg 400g","Webbox","400g","1",1
"PET","DOG","454876","Webbox Natural Trays Beef Rice&Veg 400gRice Tray 400g","Webbox","400g","1",1
"PET","DOG","456293","Webbox Natural Complete Adult Lamb 2.25kg","Webbox","2.25kg","1",1
"PET","DOG","456294","Webbox Natural Complete Adult Chicken 2.25kg","Webbox","2.25kg","1",1
"PET","DOG","54134","Webbox Dog Food Chub Roll Turkey and Rabbit 800g","Webbox","800g","1",1
"PET","DOG","54135","Webbox Dog Food Chub Roll Lamb and Rice 800g","Webbox","800g",NA,0.9125
"PET","TRT","182771","Webbox Dog Treats Liver Sizzlers 150g","Webbox","150g","1",1
