"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Model Number","DQ Score"
"HOU","MOP","454142","Wilko Stiff Bassine Wooden Handbrush","Wilko",NA,NA,"1","Rubberwood, Bassine",NA,NA,0.883333333333333
"HOU","MOP","454143","Wilko Stiff Scrubbing Brush","Wilko",NA,"Brown","1","Rubberwood, Bassine",NA,NA,0.941666666666667
"HOU","MOP","454147","Wilko Dustpan and Brush Set White","Wilko",NA,NA,"1","Plastic",NA,NA,0.883333333333333
"HOU","MOP","454148","Wilko Dustpan and Brush Set Teal","Wilko",NA,NA,"1","Plastic",NA,NA,0.883333333333333
"HOU","MOP","454149","Wilko String Mop with Handle White","Wilko",NA,NA,"1","Plastic coated steel",NA,NA,0.883333333333333
"HOU","MOP","454150","Wilko String Mop with Handle Teal","Wilko",NA,NA,"1","Plastic Coated Steel, PP",NA,NA,0.883333333333333
"HOU","MOP","454151","Wilko String Mop Refill","Wilko",NA,NA,"1","Plastic",NA,NA,0.883333333333333
"HOU","MOP","454152","Wilko Viscose Mop with Handle White","Wilko",NA,NA,"1","Viscose, Plastic coated Steel, Polypropylene",NA,NA,0.883333333333333
"HOU","MOP","454153","Wilko Viscose Mop with Handle Teal","Wilko",NA,NA,"1","Viscose, Plastic coated Steel, Polypropylene",NA,NA,0.883333333333333
"HOU","MOP","454154","Wilko Viscose Mop Refill","Wilko",NA,NA,"1",NA,NA,NA,0.825
"HOU","MOP","454155","Wilko Mop Bucket with Wringer White","Wilko",NA,NA,"1","Polypropylene",NA,NA,0.883333333333333
"HOU","MOP","454156","Wilko Mop Bucket with Wringer Teal","Wilko",NA,NA,"1","Polypropylene",NA,NA,0.883333333333333
"HOU","MOP","454157","Wilko Soft Indoor Broom with Handle White","Wilko",NA,NA,"1","Plastic",NA,NA,0.883333333333333
"HOU","MOP","454158","Wilko Soft Indoor Broom with Handle Teal","Wilko",NA,NA,"1","Polypropylene, Hydrophilic Sponge, Steel",NA,NA,0.883333333333333
"HOU","MOP","454159","Wilko Sponge Mop with Handle White","Wilko",NA,NA,"1","Polypropylene, Hydrophilic Sponge, Steel",NA,NA,0.883333333333333
"HOU","MOP","454160","Wilko Sponge Mop with Handle Teal","Wilko",NA,NA,NA,"Polypropylene, Hydrophilic Sponge, Steel",NA,NA,0.825
"HOU","MOP","454161","Wilko Sponge Mop Refill","Wilko",NA,NA,"1","Polypropylene, Hydrophilic Sponge",NA,NA,0.883333333333333
"HOU","MOP","456348","Wilko Water Fed Window Cleaner","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"HOU","MOP","456349","Wilko Handheld Window Cleaner with Bottle","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"HOU","MOP","456351","Wilko Microfibre Window Cleaning Sponge","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"HOU","MOP","456352","Wilko Window Wiper with Cleaning Cloth","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"HOU","MOP","456353","Wilko Window Wiper 355mm","Wilko","355mm",NA,"1",NA,NA,NA,1
"HOU","MOP","65818","Wilko Galvanised Mop Bucket Silver","Wilko","13L","Silver","1",NA,NA,NA,0.941666666666667
"HOU","MOP","66135","Wilko Traditional Sink Plunger Large","Wilko","Large","Multi","1",NA,NA,NA,0.941666666666667
"HOU","MOP","98352","Wilko Plunger Hand Grip Sink Black/White","Wilko","Small","Multi","1",NA,NA,NA,0.941666666666667
"HOU","MOP","191511","Wilko Tough Scrubbing Brush Assorted","Wilko Functional","Small","Multi","1",NA,NA,NA,0.891666666666667
"HOU","PEG","454057","Wilko Premium Pegs 20 Pack","Wilko",NA,NA,"20 Pack","Polypropylene. Therrmoplastic Rubber","No",NA,0.65
"HOU","SCO","351286","Wilko Feather Duster","Wilko",NA,"Purple","1",NA,NA,NA,0.883333333333333
"HOU","SCO","1174340","Wilko Functional Dish Brush","Wilko Functional",NA,"Multi","1",NA,NA,NA,0.93
"HOU","WAR","300320","Wilko Over Door Hooks 2pk","Wilko",NA,"White","2",NA,NA,NA,0.883333333333333
