"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Model Number","DQ Score"
"GAR","SUN","338561","Decking Weed Brush Heavy Duty Wood","Charles Bentley",NA,NA,NA,NA,NA,NA,0.716666666666667
"HOU","MOP","437058","Hertiage Cotton Mop","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437059","Heritage Housekeepers Box","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437060","Heritage Metal Mop Bucket","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437061","Heritage Hand Shovel","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437062","Heritage Handled Feather Duster","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437063","Heritage Handled Dustpan Set","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437064","Heritage Dustpan and Brush Set","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437065","Heritage Wooden Clothes Pegs","Charles Bentley",NA,NA,"24",NA,NA,NA,0.95
"HOU","MOP","437066","Heritage Peg Caddy","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","437069","Heritage Long Handled Radiator Brush","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","441963","Heritage Wooden Nail Brush","Charles Bentley",NA,NA,"1",NA,NA,NA,0.95
"HOU","MOP","267274","Wilko Telescopic Window Cleaning Set  5 Piece","Wilko","1.2m",NA,"5pcs",NA,NA,NA,1
"HOU","MOP","300346","Wilko Cleaning Caddy","Wilko","Large",NA,"1",NA,NA,NA,0.883333333333333
"HOU","MOP","328331","Wilko Telescopic Chenille Duster Chenille 1.2m","Wilko",NA,"Multi","1","Microfibre, PP, Steel. TPR",NA,NA,0.941666666666667
"HOU","MOP","351253","Wilko Long Handled Duster Micro Fibre 1.5m","Wilko",NA,"Multi","1","Microfibre, PP, Steel. TPR",NA,NA,0.941666666666667
"HOU","MOP","437317","Wilko Handle 1.2m","Wilko",NA,NA,"1","Plastic Coated Steel, TPR",NA,NA,0.883333333333333
"HOU","MOP","437318","Wilko Mop Bucket with Wringer 11L","Wilko",NA,NA,"1","PPN",NA,NA,0.883333333333333
"HOU","MOP","437319","Wilko Rubber Broom 1.2m","Wilko",NA,NA,"1","TPR, PP, Steel",NA,NA,0.883333333333333
"HOU","MOP","437322","Wilko Premium Long Handled Dustpan And Brush Set75cm","Wilko",NA,NA,"1","PPN, TPR, PET",NA,NA,0.883333333333333
"HOU","MOP","437324","Wilko Dustpan and Brush Set","Wilko",NA,NA,"1","PPN, TPR, PET",NA,NA,0.883333333333333
"HOU","MOP","437325","Wilko Window and Shower Squeegee","Wilko",NA,NA,"1",NA,NA,NA,0.9125
"HOU","MOP","437326","Wilko Soft Indoor Broom with Handle 1.2m","Wilko",NA,"White","1","PPN, TPR, PET",NA,NA,0.941666666666667
"HOU","MOP","437328","Wilko Electrostatic Mop Refill 28pk","Wilko",NA,NA,"28","Polyester",NA,NA,0.883333333333333
"HOU","MOP","437329","Wilko Electrostatic Mop 1.2m","Wilko",NA,NA,"1","PP,EVA,Silicone,Plastic Coated Steel,Polyester",NA,NA,0.883333333333333
"HOU","MOP","437330","Wilko Floor Mop 2 in1 Double Sided 1.2m","Wilko",NA,NA,"1","PP, Plastic, Coated Steel, Microfibre",NA,NA,0.883333333333333
"HOU","MOP","437331","Wilko Microfibre Fluffy Mop Refill","Wilko",NA,NA,"1","Microfibre",NA,NA,0.883333333333333
"HOU","MOP","437332","Wilko Microfibre Floor Mop Refill","Wilko",NA,NA,"1","Microfibre",NA,NA,0.883333333333333
"HOU","MOP","437334","Wilko Sponge Mop Complete with Handle 1.2m","Wilko",NA,NA,"1","PP, Hydrophilic Sponge, Viscose, Steel, PP","No","WI/MOP.07/F4/MT",0.65
"HOU","MOP","437335","Wilko Sponge Mop Refill","Wilko",NA,NA,"1","Hydrophilic Sponge, PP",NA,NA,0.883333333333333
"HOU","MOP","437336","Wilko Strip Mop Complete with Handle 1.2m","Wilko",NA,NA,"1","Viscose, Plastic Coated Steel, PP",NA,NA,0.883333333333333
"HOU","MOP","437338","Wilko Strip Mop Refill Viscose Spots","Wilko",NA,NA,"1","Viscose, PP",NA,NA,0.883333333333333
"HOU","MOP","437339","Wilko Strip Mop Refill Microfibre","Wilko",NA,NA,"1","Microfibre, PP",NA,NA,0.883333333333333
"HOU","MOP","454128","Wilko Metal Replacement Broom Handle","Wilko",NA,NA,"1","plastic coated steel",NA,NA,0.883333333333333
"HOU","MOP","454129","Wilko Replacement Wooden Handle","Wilko",NA,NA,"1","Pine",NA,NA,0.883333333333333
"HOU","MOP","454130","Wilko Heavy Duty Wooden Handle","Wilko",NA,NA,"1","Pine",NA,NA,0.883333333333333
"HOU","MOP","454131","Wilko Mop and Broom Holder","Wilko",NA,NA,"1","PP",NA,NA,0.825
"HOU","MOP","454132","Wilko Wooden Brush Head with Stiff PVC Bristles279mm","Wilko",NA,NA,"1","Rubberwood, PVC, PP",NA,NA,0.883333333333333
"HOU","MOP","454134","Wilko Wooden Brush Head with StiffBassine Bristles 279mm","Wilko",NA,NA,"1","Rubberwood, Bassine, PP",NA,NA,0.883333333333333
"HOU","MOP","454135","Wilko Wooden Brush Head Heavy Duty with Caneand Bassine Bristles 279mm","Wilko",NA,NA,"1","Rubberwood, Bassine, PP",NA,NA,0.883333333333333
"HOU","MOP","454136","Wilko Wooden Brush Head with Stiff PVC Bristles330cm","Wilko",NA,NA,"1","Rubberwood, PVC, PP",NA,NA,0.883333333333333
"HOU","MOP","454137","Wilko Wooden Deck Scrub Broom Head with Stiff PVCBristles 228mm","Wilko",NA,NA,"1","Rubberwood, Bassine, PP",NA,NA,0.883333333333333
"HOU","MOP","454138","Wilko Window Brush Head Soft Bristles","Wilko",NA,NA,"1","Rubberwood, Coco, PP",NA,NA,0.883333333333333
"HOU","MOP","454139","Wilko Shovel Pan and Handbrush Heavy Duty","Wilko",NA,NA,"1","PP, TPR, Rubberwood, Bassine",NA,NA,0.883333333333333
"HOU","MOP","454140","Wilko Utility Broom Heavy Duty","Wilko",NA,NA,"1","Rubberwood, PVC, Steel, PP, Mild Steel",NA,NA,0.883333333333333
"HOU","MOP","454141","Wilko Bulldozer Broom Heavy Duty","Wilko",NA,NA,"1","PP, TPR, Steel, PVC",NA,NA,0.883333333333333
