"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"TOI","BAB","289750","Wilko Baby Cotton Wool 100pk","Wilko","100 Pack",NA,"1",NA,0.93
"TOI","BAB","289751","Wilko Baby Cotton Wool Pleat 200g","Wilko",NA,NA,"1",NA,0.86
"TOI","BAB","69934","Wilko Baby Cotton Wool Roll 250g","Wilko","250g",NA,"1",NA,0.93
"TOI","BAB","81306","Wilko Soft Cotton Wool Balls Baby 200s","Wilko",NA,NA,"1",NA,0.86
"TOI","BAN","294172","Wilko Mum to Be Maternity Briefs Medium 5 Briefs","Wilko","Medium","Multi","5",NA,0.941666666666667
"TOI","BAN","294174","Wilko Mum to Be Maternity Towels 10pk","Wilko",NA,"Multi","10",NA,0.883333333333333
"TOI","BAN","294175","Wilko Mum to Be Maternity Breast Pads 40pk","Wilko","40 Pads","Multi","40",NA,0.941666666666667
"TOI","FAA","298174","Skin Therapy Cotton Wool Pleat 200g","Wilko",NA,NA,NA,NA,0.95
"TOI","FAA","298175","Wilko Skin Therapy Cotton Wool Balls 70g","Wilko",NA,NA,NA,NA,1
"TOI","MED","307862","Wilko Blister Plaster 5pk","Wilko",NA,NA,"5pk",NA,0.9125
"TOI","MED","307957","Wilko Washproof Tape 5 x 2.5m","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","309985","Wilko Plaster Clear 40pk","Wilko",NA,NA,"40pk",NA,0.9125
"TOI","MED","347899","Wilko Party Feet  Heel Cushions 1 Pair","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","347900","Wilko Party Feet  Heel Shields 1 Pair","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348431","Wilko Digital Thermometer","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348437","Wilko First Aid Kit Travel","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348440","Wilko Microporous Tape 5 x 2.5m","Wilko","5x2.5m",NA,"1",NA,1
"TOI","MED","348441","Wilko Sterile Adhesive Dressing 5pk","Wilko",NA,NA,"5",NA,0.9125
"TOI","MED","348442","Wilko Blister Plasters 5pk","Wilko",NA,NA,"5",NA,0.9125
"TOI","MED","348443","Wilko Faster Healing Plasters 16pk","Wilko","16 Pack",NA,"1",NA,1
"TOI","MED","348449","Wilko Tubular Bandage D","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348450","Wilko Tubular Bandage C","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348451","Wilko Elasticated Ankle Support","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348453","Wilko Extra Tough Plasters 12pk","Wilko",NA,NA,"12",NA,0.9125
"TOI","MED","348454","Wilko Plaster Kids 30pk","Wilko",NA,NA,"30",NA,0.9125
