"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"TOI","MED","348455","Wilko Waterproof Dressing Strips 10pk","Wilko",NA,NA,"10",NA,0.9125
"TOI","MED","348456","Wilko Fabric Dressing Strip 10pk","Wilko",NA,NA,"10",NA,0.9125
"TOI","MED","348457","Wilko Plaster Sensitive 36pk","Wilko",NA,NA,"36",NA,0.9125
"TOI","MED","348458","Wilko Blue Plaster 40pk","Wilko",NA,NA,"40",NA,0.9125
"TOI","MED","348459","Wilko Washproof Plaster 40pk","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348468","Corn Removal Plasters 6pk","Wilko",NA,NA,"1",NA,0.8625
"TOI","MED","348470","Wilko Cracked Heel Cream 75ml","Wilko","75ml",NA,"1",NA,1
"TOI","MED","348471","Wilko Daily Moisturising Foot Cream 75ml","Wilko","75ml",NA,"1",NA,1
"TOI","MED","348473","Wilko Callous Pads 2pk","Wilko",NA,NA,"2",NA,0.9125
"TOI","MED","348474","Wilko Foam Corn Protectors 9pk","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348475","Wilko Fleecy Padding Sheet 1pk","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348502","Wilko Blue Cohesive Bandage","Wilko","7.5x4.5cm",NA,NA,NA,0.9125
"TOI","MED","348504","Wilko Antiseptic Wipes 10pk","Wilko",NA,NA,"10",NA,0.9125
"TOI","MED","348505","Wilko Bandage Crepe 7 x 4cm","Wilko","7x4cm",NA,"1",NA,1
"TOI","MED","348506","Wilko Fixing Bandage","Wilko","5x4cm",NA,"1",NA,1
"TOI","MED","348507","Wilko Tubular Bandage Size E","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348508","Wilko Skin Closure Strips 8pk","Wilko",NA,NA,NA,NA,0.825
"TOI","MED","348510","Wilko Non Adherent Pads 5pk","Wilko",NA,NA,"5pk",NA,0.9125
"TOI","MED","348511","Wilko Fabric Strapping 3m","Wilko","3mx2.5cm",NA,NA,NA,0.9125
"TOI","MED","348512","Wilko Elasicated Knee Support","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348513","Wilko Graze Plaster 5pk","Wilko",NA,NA,NA,NA,0.825
"TOI","MED","348514","Wilko Nasal Strips 10pk","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348515","Wilko Cushioned Plaster 20pk","Wilko",NA,NA,"1",NA,0.9125
"TOI","MED","348518","Wilko Aquaproof Plasters 16pk","Wilko",NA,NA,"16",NA,0.9125
"TOI","MED","348519","Wilko Fabric Plasters 40pk","Wilko",NA,NA,"40",NA,0.9125
"TOI","MED","349944","Lint 10 x 45cm","Wilko",NA,NA,"1",NA,0.8625
"TOI","MED","351223","Pink Cohesive Bandage","Wilko",NA,NA,"1",NA,0.8625
"TOI","MED","348448","Wilko Functional Stretch Bandage","Wilko Functional","5x4m",NA,NA,NA,0.9125
"TOI","SAN","165875","Wilko Ultra Super 12pk","Wilko","Super",NA,"12","Pulp",0.9
"TOI","SAN","165877","Wilko Ultra Towels with Wings Night 10pk","Wilko",NA,NA,"12pk","Pulp",0.85
"TOI","SAN","165879","Wilko Ultra Towel with Wings Regular 14pk","Wilko","Regular",NA,"14","Pulp",0.9
"TOI","SAN","198458","Wilko Classic Pant Liners 40pk","Wilko",NA,NA,"40pk",NA,0.8
"TOI","SAN","198466","Wilko Maxi Towels Super 18pk","Wilko","Super",NA,"18pk",NA,0.85
"TOI","SAN","198467","Wilko Body Shaped Maxi Towels Regular 20pk","Wilko","Regular",NA,"20pk",NA,0.85
"TOI","SAN","257631","Wilko Ultra Large Pant Liners 28pk","Wilko","Large",NA,"28pk",NA,0.85
"TOI","SAN","347498","Wilko Normal Liner 30pk","Wilko",NA,NA,"30","Pulp",0.85
"TOI","SAN","347500","Wilko Liner Extra Large 24pk","Wilko",NA,NA,"24","Pulp",0.85
"TOI","SAN","350959","Wilko Ultra Towel Non Wing 16pk","Wilko",NA,NA,"13","Pulp",0.85
"TOI","SAN","238384","Wilko Functional Press on Towels 10pk","Wilko Functional",NA,NA,"10","Pulp",0.85
