"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"HOM","CUT","455660","Wilko LED Cushion Silver 43x43cm","Wilko","43 x 43cm","Silver","1","100% Polyester",NA,"Wipe Clean Only",1
"HOM","CUT","455727","Wilko Herringbone Throw Natural 127 x 152cm","Wilko","127 x 152cm","Cream","1","Cotton","No","Wash at 40",0.65
"HOM","CUT","455732","Wilko Herringbone Cushion Natural 43x43cm","Wilko","43 x 43cm","Cream","1","100% cotton cover 100% polyester fill","No","Wash at 40",0.65
"HOM","FUR","430534","Wilko Weave Storage Box Charcoal 30 x 30cm","Wilko","30cm x 30cm x 30cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","FUR","430535","Wilko Weave Storage Box Cream 30 x 30cm","Wilko","30cm x 30cm x 30cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","FUR","430536","Wilko Weave Storage Box Stone 30 x 30cm","Wilko","30cm x 30cm x 30cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","STO","406808","Wilko Printed Storage Bag Grey","Wilko",NA,"Grey","1",NA,NA,NA,0.85
"HOM","STO","431369","Wilko Large Woven Tote Charcoal","Wilko","25cm x 34cm x 42cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","STO","431370","Wilko Large Woven Tote Cream","Wilko","25cm x 34cm x 42cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","STO","431371","Wilko Small Woven Tote Charcoal","Wilko","19.5cm x 25cm x 36cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","STO","431372","Wilko Small Woven Tote Cream","Wilko","19.5cm x 25cm x 36cm",NA,"1","Polypropylene, Card",NA,NA,0.9
"HOM","STO","431373","Wilko Small Woven Tote Cobblestone","Wilko",NA,NA,"1","Polypropylene, Card",NA,NA,0.85
"KIT","DIN","440138","Wilko Table Cloth White 180x130cm","Wilko","180x130cm","White","1",NA,NA,NA,1
"KIT","PLA","450047","Microfibre Sink Drying Mat","Wilko","46x41cm","Grey","1",NA,NA,NA,0.95
"KIT","TAB","346117","Wilko Table Protector 107 x 150cm","Wilko","107x150cm","Cream","1",NA,NA,NA,1
"KIT","TAB","427858","Wilko Placemats Cream 4pk","Wilko","27x39cm","Cream","4",NA,NA,NA,1
"PET","GEN","215858","Wilko Pet Mat Fleecy Extra Large 100cmx100cm","Wilko","100cmx100cm",NA,"1",NA,NA,NA,0.93
