"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"HOM","BAT","425938","Wilko Memory Foam Bath Mat Pebble Cream","Wilko","61x43cm",NA,NA,"100% polyester",NA,"Wash at 30",0.941666666666667
"HOM","BAT","425939","Wilko Memory Foam Bath Mat Pebble White","Wilko","61x43cm",NA,NA,"100% polyester",NA,"Wash at 30",0.941666666666667
"HOM","CHI","424615","Country Club Storage Chest Hearts Design","Country Club","50cm x 40cm x 30cm",NA,"1","non woven poly covered fabric",NA,NA,0.9
"HOM","CHI","424616","Country Club Storage Chest Roadworks","Country Club","50CM X 40CM X 30CM",NA,"1","non woven poly covered fabric",NA,NA,0.9
"HOM","CUR","325325","Wilko Slot Top Voile Panel White 145 x 137cm","Wilko","145x137cm","White",NA,NA,NA,NA,0.93
"HOM","CUR","325326","Wilko Slot Top Voile Panel White 145 x 183cm","Wilko","145x183cm","White","1",NA,NA,NA,1
"HOM","CUR","325327","Wilko Slot Top Voile Panel White 145 x 228cm","Wilko","145x228cm","White",NA,NA,NA,NA,0.93
"HOM","CUR","325337","Wilko Popsicle Tab Top Voile Panel White145 x 137cm","Wilko","145x137cm","White",NA,NA,NA,NA,0.93
"HOM","CUR","325339","Wilko Popsicle Tab Top Voile Panel White145 x 228cm","Wilko","145x228cm","White","1",NA,NA,NA,1
"HOM","CUR","408330","Wilko Butterfly Design Voile 145 x 228cmSlot Top","Wilko","145x228cm","White","1",NA,NA,NA,1
"HOM","CUS","311487","Wilko Jumbo Cushion Cream 55 x 55cm","Wilko","55x55cm","Cream",NA,"90% Polyester, 10% Polyamide",NA,"Washable",0.95
"HOM","CUS","311491","Wilko Jumbo Cushion Red 55 x 55cm","Wilko","55x55cm","Red",NA,"90% Polyester, 10% Polyamide","No",NA,1
"HOM","CUS","325459","Wilko Crinkle Cushion Covers Teal Pair 43 x 43cm","Wilko","46.5x43cm","Green","1","100% Polyester",NA,"Hand Wash Only",1
"HOM","CUS","325461","Wilko Crinkle Cushion Covers Chocolate Pair43 x 43cm","Wilko","46.5x43cm","Brown","1","100% Polyester",NA,"Hand Wash Only",1
"HOM","CUS","325468","Wilko Jumbo Cushion Dark Teal 55 x 55cm","Wilko","55x55cm","Green",NA,"100% Polyester","No",NA,1
"HOM","CUS","341170","Wilko Cushion Chenille Mink 43 x 43cm","Wilko","43x43cm","Cream",NA,NA,NA,NA,0.85
"HOM","CUS","408004","Wilko Embellished Leaf Cushion Covers Red Pair43 x 43cm","Wilko",NA,"Red","2pk",NA,NA,NA,0.85
"HOM","CUS","408005","Wilko Embossed Leaf Cushion Covers Teal Pair43 x 43cm","Wilko",NA,NA,"2pk",NA,NA,NA,0.8
"HOM","CUS","408006","Wilko Embossed Leaf Cushion Covers Mink Pair43 x 43cm","Wilko",NA,NA,"2pk",NA,NA,NA,0.8
"HOM","CUS","408007","Wilko Embellished Leaf Cushion Covers Green Pair43 x 43cm","Wilko",NA,NA,"2pk",NA,NA,NA,0.8
"HOM","CUT","409519","Wilko Jumbo Cushion Grey 55 x 55cm","Wilko",NA,"Grey",NA,NA,"No",NA,0.883333333333333
"HOM","CUT","455642","Wilko Herringbone Throw Duck Egg 127 x 152cm","Wilko","127 x 152cm","Blue","1","Cotton",NA,"Wash at 40",1
"HOM","CUT","455645","Wilko Herringbone Cushion Duck Egg 43x43cm","Wilko","43 x 43cm","Blue",NA,"100% cotton cover 100% polyester fill","No",NA,1
"HOM","CUT","455659","Wilko LED Cushion Red 43x43cm","Wilko","43 x 43cm","Red","1","100% Polyester",NA,"Wipe Clean Only",1
