"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"SBK","DES","217306","uni-ball Signo Gel Grip Black Rollerball Pens2pk","Uni-ball","Medium","Black","2pk",1
"SBK","DES","217308","Uni-Ball Rollerball Fine Pen Black 2pk","Uni-ball","Medium","Black","2pk",1
"SBK","DES","217314","uni-ball Vision Elite Rollerball Pens Black 3pk","Uni-ball","Medium","Black","3pk",1
"SBK","DES","261234","Uni-Ball Ink Marker","Uni-ball","0.9mm","Black",NA,0.93
"SBK","DES","303295","uni-ball Signo Gelstick - Black Rollerball Pen","Uni-ball","0.7mm","Black","1",1
"SBK","DES","303296","uni-ball Signo Gelstick - Blue Rollerball Pen","Uni-ball","0.7mm","Blue","1",1
"SBK","DES","303297","uni-ball Signo Gelstick - Red Rollerball Pen","Uni-ball",NA,"Red","1",0.93
"SBK","DES","303298","uni-ball Signo Gelstick - Green Rollerball Pen","Uni-ball","0.7mm","Green","1",1
"SBK","DES","303302","uni-ball Signo Gelstick - Floursecent PinkRollerball Pen","Uni-ball","0.7mm","Pink","1",1
"SBK","DES","317990","uni-ball Eye Micro Rollerball Pens Black 2pk","Uni-ball","Assorted","Black","3pk",1
"SBK","DES","349405","uni-ball Eye Designer - Black Rollerball Pen","Uni-ball",NA,"Black","1",0.93
"SBK","DES","349406","uni-ball Eye Designer - Blue Rollerball Pen","Uni-ball",NA,"Blue","1",0.93
"SBK","DES","349407","uni-ball Eye Designer - Red Rollerball Pen","Uni-ball",NA,NA,"1",0.86
"SBK","DES","349408","uni-ball Eye Designer - Green Rollerball Pen","Uni-ball",NA,NA,"1",0.86
"SBK","DES","349409","uni-ball Eye Designer - Violet Rollerball Pen","Uni-ball",NA,NA,"1",0.86
"SBK","DES","417845","uni-ball Gel 307RT Rollerball Black 2pk","Uni-ball",NA,NA,"2",0.86
"SBK","DES","417848","Uni-Ball TSI Erasable Gel Pens Assorted 3pk","Uni-ball",NA,NA,"6",0.86
"SBK","DES","432414","Uni-Ball Air Rollerball Black 2pk","Uni-ball","Diameter - 16.3mm, Length -140.2mm","Black","2",1
"SBK","DES","432416","Uni-Ball Chalk Markers Assorted Colours 4pk","Uni-ball","Diameter - 19.09mm, Length - 142.05mm","Multi","4",1
"SBK","DES","432420","Uni-Ball Jetstream Sport Pen Black","Uni-ball","Diameter - 14mm, Length - 140mm","Black","1",1
"SBK","DES","432421","Uni-Ball Jetstream Sport Pen Blue","Uni-ball","Diameter - 14mm, Length - 140mm","Blue","1",1
"SBK","DES","432424","Uni-Ball Jetstream Sport Pen Lime Green","Uni-ball","Diameter - 14mm, Length - 140mm","Green","1",1
"SBK","DES","432426","Uni-Ball Jetstream Sport Pen Baby Pink","Uni-ball","Diameter - 14mm, Length - 140mm","Pink","1",1
"SBK","DES","432427","Sxn 150C Jetstream Sport Purple","Uni-ball","Diameter - 14mm, Length - 140mm","Purple","1",0.95
"SBK","DES","434303","Uni Ball Signo Broad Gel Rollerball PenMetallic Gold","Uni-ball","Diameter - 17mm, Length - 138mm","Gold","1",0.95
"SBK","DES","434305","Uni-Ball Signo Broad Rollerball Metallic Silver","Uni-ball","Diameter - 17mm, Length - 138mm","Silver","1",1
"SBK","DES","434307","Uni-Ball Signo Broad Rollerball Metallic Blue","Uni-ball","Diameter - 17mm, Length - 138mm","Blue","1",1
"SBK","DES","434308","Uni Ball Signo Broad Gel Rollerball PenMetallic Green","Uni-ball","Diameter - 17mm, Length - 138mm","Green","1",0.95
"SBK","DES","434310","Uni-Ball Signo Broad Gel Ink Rollerball Pen","Uni-ball","Diameter - 17mm, Length - 138mm","Red","1",1
