"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","FAC","249712","Bio-Oil 60ml","Bio-Oil","60ml","1",1
"TOI","FEM","350188","Soft & Gentle Anti-Perspirant Wildrose & Vanilla150ml","Soft & Gentle","150ml","1",1
"TOI","FEM","427714","Soft & Gentle Lotus and Watermelom 150ml","Soft & Gentle",NA,"1",0.9125
"TOI","SHC","451175","Pro:Voke Liquid Blonde Colour ActivatingTreatment Shampoo 150ml","Pro-Voke","150ml","1",0.95
"TOI","SHC","451176","Liquid Blonde Intense Shine Conditioner 150ml","Pro-Voke","150ml","1",0.95
"TOI","SHC","451177","Liquid Blonde Colour Care Shampoo 200ml","Pro-Voke","200ml","1",0.95
"TOI","SHC","451178","Liquid Blonde Colour Care Conditioner 200ml","Pro-Voke","200ml","1",0.95
"TOI","SHC","429006","Pro Voke Touch Of Silver Brightening Shampoo150ml","Touch of Silver","150ml","1",1
"TOI","SHC","429007","Pro Voke Touch Of Silver Intense Conditoner150ml","Touch of Silver","150ml","1",1
"TOI","SHC","429008","Pro Voke Touch Of Silver Colour Care Shampoo200ml","Touch of Silver","200ml","1",1
"TOI","SHC","429009","Pro Voke Touch Of Silver Colour Care Conditioner200ml","Touch of Silver","200ml","1",1
"TOI","SUN","450600","Riemann P20 SPF Once a Day Sun ProtectionSpray 30 SPF 100ml","Rieman P20",NA,"1",0.8625
"TOI","SUN","450601","Riemann P20 Once a Day Sun Protection SpraySPF 50 100ml","Rieman P20",NA,"1",0.8625
"TOI","TRA","450606","Cuticura Antibacterial Hand GelCrisp and Fresh 50ml","Cuticura","50ml","1",1
