"PSA_1","PSA_2","Article","Web Description","Brand","Size","Pack Qty","DQ Score"
"TOI","FAC","348862","Kiss Lip Scrub 10g","Wilko","10g","1",0.88
"TOI","FRU","347682","Wilko Fruits Bath Bomb Strawberry andPomegranate 170g","Wilko","170g","1",1
"TOI","FRU","347685","Wilko Fruits Bath Bomb 170gCoconut and Vanilla","Wilko","170g","1",1
"TOI","FRU","347697","Wilko Fruits Bath Bomb 170gRhubarb and Vanilla","Wilko","170g","1",1
"TOI","FRU","347700","Wilko Fruits Bath Bomb 170gPassion Fruit and Watermelon","Wilko","170g","1",1
"TOI","FRU","457511","Wilko Fruits Bath Bomb Tin Gift Set","Wilko","1020g","6",1
"TOI","FRU","457512","Wilko Fruits Limited Edition Cranberry Bath Bomb","Wilko","170g","1",1
"TOI","FRU","457513","Wilko Fruits Nectarine and Passionfruit Bath Bomb","Wilko","170g","1",1
"TOI","FRU","457514","Wilko Fruits Watermelon and Guava Bath Bomb","Wilko","170g","1",1
"TOI","FRU","457515","Wilko Fruits Blueberry and Morello Bath Bomb","Wilko","170g","1",1
"TOI","XMS","438034","Kiss Pamper Bag","Wilko",NA,NA,0.716666666666667
"TOI","XMS","438035","Kiss Gel Nail Set","Wilko",NA,NA,0.716666666666667
