"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","DQ Score"
"KIT","BAP","10951","Wilko Balloon Whisk 30cm","Wilko","30cm",NA,"1",0.93
"KIT","CUT","178551","Wilko Salt and Pepper Set","Wilko","Set","Clear","2",1
"KIT","CUT","625640","Wilko Functional Vinegar Shaker","Wilko Functional",NA,"Clear","1",0.883333333333333
"KIT","FOO","226521","Wilko Cooling Bottles Blue 2pk","Wilko","2 Pack","Blue","1",0.9
"KIT","FOO","241904","Wilko Cooling Bottle 2pk","Wilko","2 Pack","Blue","1",1
"KIT","GAD","36854","Wilko Kitchen Baster Acrylic","Chef Aid","Single","Clear",NA,0.833333333333333
"KIT","GAD","164126","Wilko Knife Sharpener Stainless Steel 20.5cm","Wilko","20.5cm",NA,NA,0.825
"KIT","GAD","221574","Wilko Sealing Clips 10pk","Wilko","10 Pack","Multi","1",1
"KIT","GAD","85425","Wilko Food Cover White","Wilko","14inx10in","White","1",0.941666666666667
"KIT","GAD","942","Wilko Plastic Egg Cups 4pk","Wilko","4 Pack","Multi","1",1
"KIT","GAD","172201","Wilko Ice Cube Trays 2pk","Wilko Functional","2 Pack","Black","1",0.891666666666667
"KIT","GAD","354840","Wilko Functional Lancashire Peeler Black","Wilko Functional",NA,"Black","1",0.883333333333333
"KIT","HOL","817440","Wilko Splatter Guard 29cm","Wilko","29cm","Metal","1",0.941666666666667
