"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","Power","Capacity","Coverage","Model Number","DQ Score"
"KIT","PLA","317188","Wilko Cutlery Tray Angora Large","Wilko","Large","Cream",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317194","Wilko Colourplay Bowl Red","Wilko","9.5L","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","317195","Wilko Colourplay Dish Drainer Red","Wilko","48x40x12cm","Red","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","317209","Wilko Colourplay Bowl Purple","Wilko","9.5L","Purple",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","317210","Wilko Colourplay Dish Drainer Purple","Wilko","48x40x12cm","Purple",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","328899","Wilko Colourplay Cutlery Tray Red","Wilko","Small","Red",NA,NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","328904","Wilko Colourplay Cutlery Tray Purple","Wilko","Small","Purple","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","351525","Wilko Gloss Square Washing Up Bowl Black","Wilko","Square","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","351526","Wilko Gloss Four Compartment Sink Tidy Black","Wilko","4 Compartment","Black","1",NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","351552","Wilko Gloss Curve Dish Drainer Black Large","Wilko",NA,NA,"1",NA,NA,NA,NA,NA,NA,NA,0.86
"KIT","PLA","414349","Wilko Cutlery Drainer Cream","Wilko","17cmX16cmX13cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","414350","Wilko Cutlery Drainer Grey","Wilko","18X16X13CM",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","414351","Wilko Cutlery Drainer Red","Wilko","17cmX16cmX13cm",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","414352","Wilko Cutlery Drainer Purple","Wilko","18X16X13CM",NA,"1",NA,NA,NA,NA,NA,NA,NA,0.93
"KIT","PLA","433588","Wilko Rectangular Touch Top Bin Angora 45L","Wilko","33x48x65cm",NA,"1",NA,NA,NA,NA,"40L",NA,NA,0.941666666666667
"KIT","PLA","433589","Wilko Rectangular Touch Top Bin Platinuim 45L","Wilko","33x48x65cm",NA,"1",NA,NA,NA,NA,"40L",NA,NA,0.941666666666667
"KIT","PLA","433590","Wilko Rectangular Touch Top Bin Red 45L","Wilko","33x48x65cm","Red","1",NA,NA,NA,NA,"40L",NA,NA,1
"KIT","PLA","434877","Wilko Rectangular Touch Top Bin Purple 45L","Wilko","33x48x65cm","Purple","1",NA,NA,NA,NA,"40L",NA,NA,1
"KIT","PLA","435870","Wilko Rectangular Touch Top Bin Black 45L","Wilko","33x48x65cm","Black","1",NA,NA,NA,NA,NA,NA,NA,0.941666666666667
"KIT","PLA","449347","Wilko Colour Play Cutlery Drainer Blue","Wilko",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1
"KIT","PLA","317169","Wilko Cutlery Tray White Small","Wilko Functional","Small","White",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","PLA","317170","Wilko Dish Drainer White Small","Wilko Functional","Small","White",NA,NA,NA,NA,NA,NA,NA,NA,0.88
"KIT","PLA","317171","Wilko Square Bowl White Small","Wilko Functional","Small","White","1",NA,NA,NA,NA,NA,NA,NA,0.95
"KIT","PLA","317172","Wilko Lift Top Waste Bin White 50L","Wilko Functional","50L","White",NA,NA,NA,NA,NA,"50L",NA,NA,0.891666666666667
