"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"HOU","WAR","327954","Wilko Soft Grip Plastic Coat Hangers 3pk","Wilko",NA,"Multi","3","Polypropylene Regrind",0.941666666666667
"HOU","WAR","327956","Wilko Adult Coat Hangers 8pk","Wilko","Adult",NA,"8pk","N/A",0.941666666666667
"HOU","WAR","327957","Wilko Adult Coat Hangers Purple 8pk","Wilko","Adult","Purple","8","Polypropylene Regrind",1
"HOU","WAR","327960","Wilko Adult Coat Hangers Charcoal 8pk","Wilko","8 Pack","Black","8",NA,0.941666666666667
"HOU","WAR","400027","Wilko Jumbo Coat Hanger Charcoal 6pk","Wilko","Jumbo","Black","6","N/A",1
"HOU","WAR","437028","Wilko Kids Hangers 5pk","Wilko","Kids","Multi","5","Polypropylene",1
