"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","DQ Score"
"KIT","GAD","435740","Wilko Colourplay Bread Knife Blue","Wilko",NA,NA,"1",NA,0.825
"KIT","GAD","435853","Wilko Turner Copper Effect","Wilko",NA,NA,"1",NA,0.86
"KIT","GAD","435854","Wilko Ladle Copper Effect","Wilko",NA,NA,"1",NA,0.86
"KIT","GAD","435855","Wilko Slotted Spoon Copper Effect","Wilko",NA,NA,"1",NA,0.86
"KIT","GAD","435856","Wilko Masher Copper Effect","Wilko",NA,NA,"1",NA,0.86
"KIT","GAD","435857","Wilko Spoon Copper Effect","Wilko",NA,NA,"1",NA,0.86
"KIT","GAD","436178","Wilko Colourplay Large Chefs Knife Green","Wilko",NA,NA,"1",NA,0.825
"KIT","GAD","436179","Wilko Colourplay Carving Knife Purple","Wilko",NA,NA,"1",NA,0.825
"KIT","GAD","448489","Wilko Stainless Steel Turner","Wilko","33.8cm","Metal","1",NA,0.941666666666667
"KIT","GAD","448490","Wilko Stainless Steel Serving Spoon","Wilko","32.7cm",NA,"1",NA,0.883333333333333
"KIT","GAD","448491","Wilko Stainless Steel Slotted Spoon","Wilko","32.7cm","Metal","1",NA,0.941666666666667
"KIT","GAD","448492","Wilko Stainless Steel Ladle","Wilko","29.7cm","Metal","1",NA,0.941666666666667
"KIT","GAD","448493","Wilko Stainless Steel Spaghetti Spoon","Wilko","32.4cm","Metal","1",NA,0.941666666666667
"KIT","GAD","448494","Wilko Stainless Steel Can Opener","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448495","Wilko Stainless Steel Garlic Press","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448496","Wilko Stainless Steel Cake Server","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448497","Wilko Stainless Steel Peeler","Wilko",NA,"Metal",NA,NA,0.825
"KIT","GAD","448498","Wilko Stainless Steel Bottle Opener","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448499","Wilko Stainless Steel Y Peeler","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448500","Wilko Stainless Steel Pizza Cutter","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448501","Wilko Stainless Steel V Shape Masher","Wilko",NA,"Metal","1",NA,0.883333333333333
"KIT","GAD","448502","Wilko Stainless Steel Pallet Knife","Wilko",NA,"Metal","1",NA,0.93
"KIT","GAD","56012","Wilko Box Grater","Wilko",NA,"Silver","1",NA,0.883333333333333
"KIT","GAD","219900","Wilko Functional Polyamide Turner","Wilko Functional",NA,"Black","1",NA,0.883333333333333
"KIT","GAD","219903","Wilko Functional Slotted Spoon Black","Wilko Functional",NA,"Black","1",NA,0.883333333333333
"KIT","GAD","219904","Wilko Functional Polyamide Masher Black","Wilko Functional",NA,"Black","1",NA,0.883333333333333
"KIT","GAD","368340","Wilko Flat Grater Stainless Steel White","Wilko Functional",NA,"Pink","1",NA,0.833333333333333
