"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"HOM","DUV","350508","Wilko Duvet Set Single Heritage Butterfly","Wilko","Single","Cream","1","Polyester Cotton",NA,"Wash at 40",1
"HOM","DUV","350509","Wilko Duvet Set Double Heritage Butterfly","Wilko","Double","Cream","1","Polyester Cotton",NA,"Wash at 40",1
"HOM","DUV","350510","Wilko Duvet Set King Heritage Butterfly","Wilko","Kingsize","Cream","1","Polyester Cotton",NA,"Wash at 40",1
"HOM","DUV","436978","Wilko Duvet Set Single Fifties Floral Green","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436979","Wilko Duvet Set Double Fifties Floral Green","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436980","Wilko Duvet Set King Fifties Floral Green","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436981","Wilko Duvet Set Single Knitted Print Natural","Wilko","Single",NA,"1",NA,NA,NA,0.85
"HOM","DUV","436982","Wilko Duvet Set Double Knitted Print Natural","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436983","Wilko Duvet Set King Knitted Print Natural","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436984","Wilko Duvet Set Single Semi Circle Design Blue","Wilko","Single",NA,"1","Polyester cotton",NA,"Washable",0.95
"HOM","DUV","436985","Wilko Duvet Set Double Semi Circle Design Blue","Wilko","Double",NA,"1","Polyester cotton",NA,"Washable",0.95
"HOM","DUV","436986","Wilko Duvet Set King Semi Circle Design Blue","Wilko","King",NA,"1","Polyester cotton",NA,"Washable",0.95
"HOM","DUV","436987","Wilko Duvet Set Single Ikat Spots Red","Wilko","Single",NA,"1",NA,NA,NA,0.85
"HOM","DUV","436988","Wilko Duvet Set Double Ikat Spots Red","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436989","Wilko Duvet Set King Ikat Spots Red","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436990","Wilko Duvet Set Single Floral Folk Red","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436991","Wilko Duvet Set Double Floral Folk Red","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436992","Wilko Duvet Set King Floral Folk Red","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436993","Wilko Duvet Set Single Sanctuary Design Grey","Wilko","Single",NA,"1",NA,NA,NA,0.85
"HOM","DUV","436994","Wilko Duvet Set Double Sanctuary Design Grey","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436995","Wilko Duvet Set King Sanctuary Design Grey","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436996","Wilko Duvet Set Single Leopard Print Natural","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436998","Wilko Duvet Set King Leopard Print Natural","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","436999","Wilko Duvet Single Leopard Print Purple","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437000","Wilko Duvet Double Leopard Print Purple","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437001","Wilko Duvet King Leopard Print Purple","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437002","Wilko Duvet Single Hearts Purple","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437003","Wilko Duvet Double Hearts Purple","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437004","Wilko Duvet King Hearts Purple","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437005","Wilko Duvet Single Watercolour","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437006","Wilko Duvet Double Watercolour","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","437007","Wilko Duvet King Watercolour","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","DUV","448469","Wilko Duvet Set Single Watercolour HeartsNatural","Wilko","Single",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448470","Wilko Duvet Set Double Watercolour HeartsNatural","Wilko","Double",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448471","Wilko Duvet Set King Watercolour HeartsNatural","Wilko","King",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448472","Wilko Duvet Set Single Riviera FloralDuck Egg Blue","Wilko","Single",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448473","Wilko Duvet Set Double Riviera FloralDuck Egg Blue","Wilko","Double",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448474","Wilko Duvet Set King Riviera FloralDuck Egg Blue","Wilko","King",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448475","Wilko Duvet Set Single Symmetry BlossomCream and Red","Wilko","Single",NA,NA,NA,"No",NA,0.883333333333333
"HOM","DUV","448476","Wilko Duvet Set Double Symmetry BlossomCream and Red","Wilko",NA,NA,NA,NA,"No",NA,0.825
"HOM","DUV","448477","Wilko Duvet Set King Symmetry BlossomCream and Red","Wilko","King",NA,NA,NA,"No",NA,0.883333333333333
