"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","DQ Score"
"TOI","FAA","156132","Wilko Body Mop Round White","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","165910","Wilko Its All About Hair Paddle Brush Black Large","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","170655","Wilko Vented Hair Brush","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","170657","Wilko Plastic Hair Brush Assorted","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","170658","Wilko Hair Brush","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","330066","Wilko Plastic Back Brush","Wilko",NA,NA,NA,NA,NA,0.825
"TOI","FAA","347963","Wilko Shower Cap Trend","Wilko",NA,NA,NA,NA,NA,0.825
"TOI","FAA","347968","Wilko Cellulite Massager","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","347971","Wilko Moisturising Gloves","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","347972","Wilko Moisturising Socks","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","347973","Wilko Nail Brush Clear","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","347977","Wilko Shower Comb Trend","Wilko",NA,NA,NA,NA,NA,0.7375
"TOI","FAA","347980","Wilko False Eyelashes  Volume","Wilko",NA,"Black","1",NA,NA,0.93
"TOI","FAA","347981","Wilko False Eyelashes  Drama","Wilko",NA,"Black","1",NA,NA,0.93
"TOI","FAA","347983","Wilko False Eyelashes Natural","Wilko",NA,"Black","1",NA,NA,0.93
"TOI","FAA","347988","Wilko Premium Egg Shape Make Up Sponge","Wilko",NA,"White","1",NA,NA,0.93
"TOI","FAA","347994","Wilko Eyelash Curler","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","347995","Wilko Hand Held Make Up Mirror","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","347996","Wilko Make Up Sponges Multi 15pk","Wilko",NA,NA,"15",NA,NA,0.86
"TOI","FAA","347997","Wilko Make Up Velour Pads 2pk","Wilko",NA,NA,"2pk",NA,NA,0.86
"TOI","FAA","347999","Wilko Eye Shadow Applicators 20pk","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348000","Wilko Toe Separator","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348137","Wilko Tweezers Slanted Silver","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348140","Wilko Pencil Sharpener","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348142","Wilko Spray Bottle","Wilko",NA,"Multi","1",NA,NA,0.93
"TOI","FAA","348160","Wilko Pink Bendy Rollers 12pk","Wilko",NA,NA,"12",NA,NA,0.86
"TOI","FAA","348161","Wilko Traditional Perm Rollers 20pk","Wilko",NA,NA,"20",NA,NA,0.86
"TOI","FAA","348162","Wilko Self Grip Rollers Black Extra Small","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348163","Wilko Self Grip Rollers Black Large","Wilko",NA,"Black","1",NA,NA,0.93
"TOI","FAA","348164","Wilko Self Grip  Rollers Black Medium","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348165","Wilko Self Grip Rollers Black Small","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348168","Wilko Sleep In Rollers Black Medium","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348169","Wilko Sleep In Rollers Black Small","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348178","Wilko Plastic Comb Large","Wilko",NA,"Black","1",NA,NA,0.93
"TOI","FAA","348179","Wilko Plastic Afro Comb","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348180","Wilko Metal Pin Tail Comb","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348181","Wilko Backcomb Brush","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348221","Wilko Emery Boards Long Lasting 5pk","Wilko",NA,NA,"5pk",NA,NA,0.86
"TOI","FAA","348222","Wilko Foot File Trend","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","348223","Wilko Nail Buffer 4in1","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348225","Wilko Nail Clipper Silver","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348227","Wilko Toe Nail Clipper Silver","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","348228","Wilko Straight Nail Scissors","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","349109","Wilko Mini Hair Elastics 300pk","Wilko","300 Pack","Black","1",NA,NA,1
"TOI","FAA","350138","Wilko Standard Foam Hair Rollers Small","Wilko","Small","Pink","1",NA,NA,1
"TOI","FAA","350139","Wilko Teaser Comb Plastic Core","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","418207","Wilko Hair Brush Small","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","418210","Wilko Hair Turban","Wilko",NA,NA,"1","80% polyester, 20% polyamide",NA,0.85
"TOI","FAA","418212","Wilko Waffle Shower Cap","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","418216","Wilko Emery Board","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","FAA","437386","Wilko Metal Nail File","Wilko","16.8 x 1.5 x 0.3cm",NA,"1",NA,NA,0.93
"TOI","FAA","437387","Wilko Glass Nail File","Wilko","14 x 1.2 x 0.3cm",NA,"1",NA,NA,0.93
"TOI","FAA","437388","Wilko Radial Hair Brush Large","Wilko","28 x 4.5 x 4.5cm",NA,"1",NA,NA,0.93
"TOI","FAA","437389","Wilko Loofah 7in","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FAA","437390","Wilko Pumice Stone Ergonomic","Wilko","9 x 8 x 6cm",NA,"1",NA,NA,0.93
"TOI","FAA","455109","Wilko Eyeliner Brush Trend","Wilko","17cm x 0.8 cm x 0.8 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455110","Wilko Eye Make Up Brush Trend","Wilko","17cm x 1 cm x 0.8 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455111","Wilko Eyebrow Comb Trend","Wilko","17cm x 2.8 cm x 0.8 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455112","Wilko Retractable Brush Trended","Wilko","10.2cm x 3 cm x 3 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455113","Wilko Blusher Brush Trended","Wilko","18cm x 4 cm x 4 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455114","Wilko Foundation Brush Trend","Wilko","17cm x 2.5 cm x 1.2 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455115","Wilko Small Cushion Brush Trend","Wilko","17cm x 5.5 cm x 3.5 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455116","Wilko Styling Comb Trend","Wilko","26cm x 8 cm x 0.5 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455117","Wilko Folding Hairbrush Mirror Trend","Wilko","22.5cm x 7.5 cm x 1.5 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455118","Wilko Plastic Pin Tail Comb Trend","Wilko","28.5cm x 7.5 cm x 0.5 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455119","Wilko Compact Mirror Round Trend","Wilko","6cm x 6.2 cm x 0.8 cm",NA,"1",NA,NA,0.93
"TOI","FAA","455120","Wilko Trend Nail File","Wilko","17.8cm x 2 cm x 0.35 cm",NA,"1",NA,NA,0.93
"TOI","FAA","456902","Wilko Silicone Make Up Pad","Wilko","4cm x 6.5 cm",NA,"1",NA,NA,0.93
"TOI","FRU","347647","Wilko Fruits Body Mop Red","Wilko",NA,NA,NA,NA,NA,0.825
"TOI","FRU","347649","Wilko Fruits Body Mop White","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FRU","347657","Wilko Fruits Body Mop Pink","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FRU","347659","Wilko Fruits Body Mop Purple","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","FRU","350330","Wilko Fruits Bath Clear","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","HAI","347749","Wilko Hairdressing Cape","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347750","Wilko Hairdressing Scissors","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","HAI","347753","Wilko Thinning Scissors","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","MEN","346721","Wilko Mens Nail Clippers","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","MEN","346722","Wilko Mens Body Washer","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","MEN","346723","Wilko Double Sided Mens Nail Brush","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","MEN","346724","Wilko Mens Hair Comb","Wilko",NA,NA,"1",NA,NA,0.86
"TOI","MEN","346728","Wilko Mens Back Washer","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","MEN","346730","Mens Nail Scissors","Wilko",NA,NA,"1",NA,NA,0.8625
"TOI","TRA","347755","Wilko Travel Bottle 100ml","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","TRA","347756","Wilko Travel Bottle Spray 100ml","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","TRA","347757","Wilko Travel Bottle Pump 100ml","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","TRA","347758","Wilko Travel Pot","Wilko",NA,NA,"1",NA,NA,0.9125
"TOI","XMS","456723","Botanica Manicure Set","Wilko",NA,NA,NA,NA,NA,0.716666666666667
"TOI","XMS","456724","Kiss LED Compact Mirror","Wilko",NA,NA,"1",NA,"No",0.6
