"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Washable","DQ Score"
"KIT","HOL","328642","Tefal Stir Fry Pan 28cm","Tefal","28cm","Grey","1","Washable",1
"KIT","HOL","328643","Tefal Casserole Pan","Tefal","24cm","Grey","1",NA,1
"KIT","HOL","328813","Tefal Frying Pan 24cm","Tefal","24cm","Grey","1","Washable",1
"KIT","HOL","328816","Tefal Frying Pan 28cm","Tefal","28cm","Grey","1","Washable",1
"KIT","HOL","328819","Tefal Saute Pan 26cm","Tefal","26cm","Grey","1","Washable",1
"KIT","HOL","328909","Tefal Frying Pan 32cm","Tefal","32cm","Grey","1","Washable",1
