"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Assembly","Washable","DQ Score"
"HOM","DUV","455215","Wilko Cotton 180 Thread Count Taupe/White DuvetKing","Wilko","Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"1","100% Cotton",NA,"Wash at 40",0.95
"HOM","DUV","455216","Wilko Cotton 180 Thread Count Cream/Taupe DuvetDouble","Wilko","Duvet Cover: 200cm x 200cm Pillow x2 50cm x 75cm",NA,"1","100% Cotton",NA,"Wash at 40",0.95
"HOM","DUV","455217","Wilko Cotton 180 Thread Count Cream/Taupe DuvetKing","Wilko","Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"1","100% Cotton",NA,"Wash at 40",0.95
"HOM","DUV","455218","Wilko Cotton 180 Thread Count Grey/White DuvetDouble","Wilko","Duvet Cover: 200cm x 200cm Pillow x2 50cm x 75cm",NA,"1","100% Cotton",NA,"Wash at 40",0.95
"HOM","DUV","455219","Wilko Cotton 180 Thread Count Grey/White DuvetKing","Wilko","Duvet Cover: 230cm x 230cm Pillow x2 50cm x 75cm",NA,"1","100% Cotton",NA,"Wash at 40",0.95
"HOM","DUV","322786","Wilko Best Duvet Set Double Sateen Stripe White","Wilko Best","Double","White","1","100% Cotton",NA,"Washable",1
"HOM","DUV","322787","Wilko Best Duvet Set King Sateen Stripe White","Wilko Best","Kingsize",NA,NA,"100% Cotton",NA,"Washable",0.9
"HOM","DUV","322788","Wilko Best Duvet Set Super King Size White Stripe","Wilko Best","Super Kingsize",NA,NA,"100% Cotton",NA,"Washable",0.9
"HOM","DUV","326837","Wilko Best Stripe Duvet Set Super King SateenCream Stripe","Wilko Best","Super Kingsize","Cream",NA,"100% Cotton",NA,"Washable",0.95
"HOM","DUV","326838","Wilko Best Duvet Set King Sateen Stripe Cream","Wilko Best","Kingsize","Cream",NA,"100% Cotton",NA,"Washable",0.95
"HOM","DUV","326839","Wilko Best Duvet Set Double Sateen Stripe Cream","Wilko Best","Double","Cream","1","100% Cotton",NA,"Washable",1
"HOM","DUV","426891","Wilko Best Duvet Set Single Sateen Stripe White","Wilko Best","135x200 cm",NA,"1","Cotton",NA,"Wash at 40",0.95
"HOM","DUV","426892","Wilko Best Duvet Set Single Sateen Stripe Cream","Wilko Best","135x200 cm",NA,"1","Cotton",NA,"Wash at 40",0.95
"HOM","RUG","426982","Wilko Distressed Rug Grey 120 x 170cm","Wilko","120cm x 170cm",NA,NA,"Polypropylene",NA,NA,0.883333333333333
"HOM","RUG","426985","Wilko Emossed Flower Design Rug Cream120 x 170cm","Wilko","120cm x 170cm",NA,NA,"PP Pile",NA,NA,0.883333333333333
"HOM","RUG","426991","Wilko Teddy Bear Rug Brown 60 x 110cm","Wilko","60cm x 110cm",NA,NA,"Polyester pile",NA,NA,0.883333333333333
"HOM","RUG","426992","Wilko Teddy Bear Rug Grey 60 x 110cm","Wilko","60cm x 110cm",NA,NA,"Polyester pile",NA,NA,0.883333333333333
"HOM","RUG","426993","Wilko Teddy Bear Rug Teal 60 x 110cm","Wilko","60cm x 110cm",NA,NA,"Polyester pile",NA,NA,0.883333333333333
"HOM","RUG","426994","Wilko Teddy Bear Rug Cream 60 x 110cm","Wilko","60cm x 110cm",NA,NA,"Polyester pile",NA,NA,0.883333333333333
"HOM","RUG","426995","Wilko Teddy Bear Rug Salsa 60 x 110cm","Wilko","60cm x 110cm",NA,NA,"Polyester pile",NA,NA,0.883333333333333
"HOM","RUG","450596","Wilko Teddy  Rug  Cream 80x150cm","Wilko","80 x 150cm","Cream",NA,"100% Polyester",NA,NA,0.941666666666667
"HOM","RUG","450597","Wilko Teddy Rug Teal 80 x 150cm","Wilko","80 x 150cm","Green",NA,"100% Polyester",NA,NA,0.941666666666667
"HOM","RUG","450598","Wilko Teddy Rug Grey 80x150cm","Wilko","80 x 150cm","Grey",NA,"100% Polyester",NA,NA,0.941666666666667
"HOM","TOW","307650","Wilko Hand Towel Charcoal","Wilko","50x90cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307651","Wilko Hand Towel White","Wilko","50x90cm","White","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307652","Wilko Hand Towel Beige","Wilko","50x90cm","Brown",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307659","Wilko Bath Towel White","Wilko","70x127cm","White",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307660","Wilko Bath Towel Beige","Wilko","70x127cm","Brown","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307663","Wilko Bath Towel Aqua Blue","Wilko","70x127cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307664","Wilko Bath Towel Deep Blue","Wilko","70x127cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307669","Wilko Bath Towel Charcoal","Wilko","70x127cm","Black",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307670","Wilko Bath Towel Black","Wilko","70x127cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307676","Wilko Bath Sheet Charcoal","Wilko","95x150cm","Black",NA,NA,NA,NA,0.93
"HOM","TOW","307678","Wilko Bath Sheet White","Wilko","95x150cm","White",NA,NA,NA,NA,0.93
"HOM","TOW","307679","Wilko Bath Sheet Black","Wilko","95x150cm","Black","1",NA,NA,NA,1
"HOM","TOW","307680","Wilko Bath Sheet Beige","Wilko","95x150cm","Brown","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307683","Wilko Bath Sheet Aqua Blue","Wilko","95x150cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307684","Wilko Bath Sheet Deep Blue","Wilko","95x150cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307692","Wilko Face Cloth Charcoal 2pk","Wilko","30x30cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307693","Wilko Face Cloth White 2pk","Wilko","30x30cm","White","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307696","Wilko Face Cloth Aqua Blue 2pk","Wilko","30x30cm","Blue","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307697","Wilko Face Cloth Deep Blue 2pk","Wilko","30x30cm","Blue","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307710","Wilko Face Cloth Black 2pk","Wilko","30x30cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307738","Wilko Hand Towel Black","Wilko","50x90cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307739","Wilko Hand Towel Deep Blue","Wilko","50x90cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307744","Wilko Hand Towel Aqua Blue","Wilko","50x90cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307764","Wilko Face Cloth Beige 2pk","Wilko","30x30cm","Brown","1","100% Cotton",NA,"Washable",1
"HOM","TOW","313419","Wilko Face Cloth Soft Cream 2pk","Wilko","30x30cm","Cream","1","100% Cotton",NA,"Washable",1
"HOM","TOW","314965","Wilko Hand Towel Soft Cream","Wilko","50x90cm","Cream",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","315312","Wilko Bath Towel Soft Cream","Wilko","70x127cm","Cream","1","100% Cotton",NA,"Washable",1
"HOM","TOW","315543","Wilko Bath Sheet Soft Cream","Wilko","95x150cm","Cream",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","315544","Wilko Face Cloth Hessian 2pk","Wilko","30x30cm","Brown","1","100% Cotton",NA,"Washable",1
"HOM","TOW","319302","Wilko Hand Towel Hessian","Wilko","50x90cm","Brown",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","319303","Wilko Bath Towel Hessian","Wilko","70x127cm","Brown",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","321449","Wilko Bath Sheet Hessian","Wilko","95x150cm","Brown","1","100% Cotton",NA,"Washable",1
"HOM","TOW","324809","Wilko Face Cloth Navy 2pk","Wilko","30x30cm","Blue","1","100% Cotton",NA,"Washable",1
"HOM","TOW","324810","Wilko Hand Towel Navy","Wilko","50x90cm","Blue","1","100% Cotton",NA,"Washable",1
"HOM","TOW","324811","Wilko Bath Towel Navy","Wilko","70x127cm","Blue",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","324813","Wilko Bath Sheet Navy","Wilko","95x150cm","Blue","1","100% Cotton",NA,"Washable",1
"HOM","TOW","324814","Wilko Face Cloth Olive 2pk","Wilko","30x30cm","Green","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325597","Wilko Hand Towel Olive","Wilko","50x90cm","Green",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","325598","Wilko Bath Towel Olive","Wilko","70x127cm","Green",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","325600","Wilko Bath Sheet Olive","Wilko","95x150cm","Green","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325622","Wilko Face Cloth Purple 2pk","Wilko","30x30cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325623","Wilko Hand Towel Purple","Wilko","50x90cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325624","Wilko Bath Towel Purple","Wilko","70x127cm","Purple",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","325628","Wilko Bath Sheet Purple","Wilko","95x150cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","412083","Wilko Bath Sheet Heather","Wilko",NA,NA,"1","100% Cotton",NA,NA,0.85
"HOM","TOW","412086","Wilko Bath Towel Heather","Wilko",NA,NA,"1","100% Cotton",NA,NA,0.85
"HOM","TOW","412087","Wilko Face Cloth Heather 2pk","Wilko",NA,"Purple","2","100% Cotton",NA,NA,0.9
"HOM","TOW","412089","Wilko Hand Towel Heather","Wilko",NA,"Purple","1","100% Cotton",NA,NA,0.9
"HOM","TOW","412109","Wilko Bath Sheet Dark Teal","Wilko",NA,"Blue","1","100% Cotton",NA,NA,0.9
"HOM","TOW","412111","Wilko Bath Towel Dark Teal","Wilko",NA,"Green","1","100% Cotton",NA,NA,0.9
"HOM","TOW","412112","Wilko Face Cloths Dark Teal 2pk","Wilko",NA,NA,"2","100% Cotton",NA,NA,0.85
"HOM","TOW","412113","Wilko Hand Towel Dark Teal","Wilko",NA,NA,"1","100% Cotton",NA,NA,0.85
"HOM","TOW","412122","Wilko Bath Sheet Coastal Blue","Wilko",NA,NA,"1","100% Cotton",NA,NA,0.85
"HOM","TOW","412124","Wilko Bath Towel Coastal Blue","Wilko",NA,"Blue","1","100% Cotton",NA,NA,0.9
"HOM","TOW","412126","Wilko Face Cloth Coastal Blue 2pk","Wilko",NA,"Blue","2","100% Cotton",NA,NA,0.9
"HOM","TOW","412127","Wilko Hand Towel Coastal Blue","Wilko",NA,"Blue","1","100% Cotton",NA,NA,0.9
"HOM","TOW","423344","Wilko Bath Towel Fennel","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","TOW","423348","Wilko Hand Towel Hot Pink","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","423349","Wilko Face Cloth Hot Pink 2pk","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","423350","Wilko Bath Towel Hot Pink","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","TOW","423351","Wilko Bath Sheet Hot Pink","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","TOW","423352","Wilko Bath Micro Mat Hot Pink 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423354","Wilko Hand Towel Chilli Red","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","423355","Wilko Face Cloth Chilli Red 2pk","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","423356","Wilko Bath Towel Chilli Red","Wilko",NA,NA,"1",NA,"No",NA,0.65
"HOM","TOW","423357","Wilko Bath Sheet Chilli Red","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","423358","Wilko Bath Micro Chilli Red 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423360","Wilko Hand Towel Inferno","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","TOW","423361","Wilko Face Cloth Inferno 2pk","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","423362","Wilko Bath Towel Inferno","Wilko",NA,NA,"1",NA,"No",NA,0.65
"HOM","TOW","423363","Wilko Bath Towel Inferno","Wilko",NA,NA,"1",NA,NA,NA,0.8
"HOM","TOW","423364","Wilko Bath Micro Mat Inferno 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423378","Wilko Bath Micro Mat Black 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423379","Wilko Bath Micro Mat Charcoal 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423380","Wilko Bath Micro Mat Hessian 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423381","Wilko Bath Micro Mat Beige 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423382","Wilko Bath Micro Mat Cream 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423383","Wilko Bath Micro Mat White 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423384","Wilko Bath Micro Mat Coastal Blue 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423385","Wilko Bath Micro Mat Deep Blue 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423386","Wilko Bath Micro Mat Aqua Blue 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423387","Wilko Bath Micro Mat Olive 50 x 80cm","Wilko",NA,"Green",NA,NA,NA,NA,0.825
"HOM","TOW","423388","Wilko Bath Micro Mat Dark Teal 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423389","Wilko Bath Micro Mat Navy 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","423390","Wilko Bath Micro Mat Purple 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","425635","Wilko Bath Micro Mat Heather 50 x 80cm","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","427614","Wilko Best Hand Towel Duck Egg","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","427615","Wilko Best Face Cloth Duck Egg","Wilko","30 x 30cm",NA,"1","100% Cotton",NA,NA,0.9
"HOM","TOW","427616","Wilko Best Bath Towel Duck Egg","Wilko",NA,NA,NA,NA,NA,NA,0.766666666666667
"HOM","TOW","427617","Wilko Best Bath Sheet Duck Egg","Wilko",NA,NA,NA,NA,NA,NA,0.75
"HOM","TOW","307646","Wilko Best Face Cloth White","Wilko Best","30x30cm","White","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307647","Wilko Best Face Cloth Charcoal","Wilko Best","30x30cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307648","Wilko Best Face Cloth Beige","Wilko Best","30x30cm","Brown","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307649","Wilko Best Face Cloth Plum","Wilko Best","30x30cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307655","Wilko Best Hand Towel White","Wilko Best","50x90cm","White",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307656","Wilko Best Hand Towel Plum","Wilko Best","50x90cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307657","Wilko Best Hand Towel Charcoal","Wilko Best","50x90cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307671","Wilko Best Bath Towel Beige","Wilko Best","70x127cm","Brown",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307672","Wilko Best Bath Towel White","Wilko Best","70x127cm","White","1",NA,NA,NA,1
"HOM","TOW","307673","Wilko Best Bath Towel Plum","Wilko Best","70x127cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307674","Wilko Best Bath Towel Charcoal","Wilko Best","70x127cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307688","Wilko Best Bath Sheet Beige","Wilko Best","100x150cm","Brown",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307689","Wilko Best Bath Sheet Plum","Wilko Best","100x150cm","Purple","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307690","Wilko Best Bath Sheet White","Wilko Best","100x150cm","White",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307691","Wilko Best Bath Sheet Charcoal","Wilko Best","100x150cm","Black","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307741","Wilko Best Hand Towel Beige","Wilko Best","50x90cm","White","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325642","Wilko Best Face Cloth Vanilla","Wilko Best","30x30cm","Cream","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325643","Wilko Best Hand Towel Vanilla","Wilko Best","50x90cm","Cream","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325644","Wilko Best Bath Towel Cream","Wilko Best","70x127cm","Cream","1","100% Cotton",NA,"Washable",1
"HOM","TOW","325898","Wilko Best Bath Sheet Vanilla","Wilko Best","100x150cm","Cream","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307645","Wilko Functional Hand Towel White","Wilko Functional","50x77cm","White",NA,"100% Cotton",NA,"Washable",0.95
"HOM","TOW","307658","Wilko Functional Bath Towel White","Wilko Functional","68x110cm","White","1","100% Cotton",NA,"Washable",1
"HOM","TOW","307675","Wilko Functional Bath Sheet White","Wilko Functional","90x145cm","White",NA,NA,NA,NA,0.93
"HOM","TOW","307711","Wilko Functional Face Cloth White","Wilko Functional","30x30cm","White",NA,"100% Cotton",NA,"Washable",0.95
