"PSA_1","PSA_2","Article","Web Description","Brand","Size","Colour","Pack Qty","Material","Coverage","DQ Score"
"DEC","WAL","409956","1Wall Wallpaper Orchid Flower Mural","1 Wall","10.4ft x 7.7ft","Multi","1","Paper","7.30m²",0.9
"DEC","WAL","409969","1Wall Wallpaper Rustic Red Brick Mural","1 Wall","10.4ftx7.7ft","Multi","1","Paper","7.30m²",0.9
